Compania,Cliente,SaldoOrden,SaldoFactura
225,   597,0,-2.27373675443232E-12
225,   598,0,0
225,   599,-3.63797880709171E-12,3.23213678043998E-12
225,   600,-1.63709046319127E-11,5.22959453519433E-12
225,   603,0,0
225,   601,0,-1.81898940354585E-12
225,   602,-9.09494701772928E-13,-1.98951966012828E-13
225,   604,-1.13686837721616E-13,0
225,   606,613359.940000001,445711.2
225,   607,0,0
225,   605,0,-1.13686837721616E-12
225,   608,0,0
225,   609,3.63797880709171E-12,-3.63797880709171E-12
225,   610,-1.12777343019843E-10,3.86535248253494E-12
225,   611,0.010000000031141,4.00177668780088E-11
225,   612,0,0
225,   613,0,9.0951551845464E-15
225,   615,0,0
225,   614,-6.54836185276508E-11,1.81898940354585E-11
225,   616,0,9.30852617209154E-15
225,   617,0,0
225,   618,0,2.13370987545147E-16
225,   619,0,2.13370987545147E-16
225,   620,0,2.13370987545147E-16
225,   621,-1.20053300634026E-10,4.238776690757E-11
225,   622,0,0
225,   623,0,2.13370987545147E-16
225,   624,0,1.98972782694539E-15
225,   625,0,0
225,   626,0,0
225,   627,0,-1.5629858518551E-15
225,   628,0,2.13370987545147E-16
225,   629,0,0
225,   630,0,0
225,   631,0,0
225,   632,-0.0100000000020372,-7.27595761418342E-12
225,   633,0,1.02318153949454E-12
225,   634,0,-9.09494701772928E-13
225,   635,0,1.70419234279961E-14
225,   636,0,2.13370987545147E-16
225,   637,0,0
225,   638,0,0
225,   639,0,1.81903103690928E-14
225,   640,0,0
225,   641,0,7.04859261235757E-12
225,   642,0,0
225,   643,2.44471110022459E-11,1.17932561286004E-10
225,   645,0,9.0951551845464E-15
225,   644,0,0
225,   646,0,0
225,   648,0,1.4210854715202E-14
225,   649,0,2.13370987545147E-16
225,   647,0,1.09267282721869E-12
225,   650,0,2.27373675443232E-13
225,   651,0,0
225,   652,0,1.4210854715202E-14
225,   653,0,0
225,   654,0,2.8421709430404E-14
225,   656,0,1.4210854715202E-14
225,   657,0,0
225,   658,0,0
225,   659,0,0
225,   660,7.38964445190504E-13,2.8990143619012E-12
225,   661,4.54747350886464E-13,0
225,   662,31128.5499999999,108419.49
225,   663,0,1.98972782694539E-15
225,   664,0,7.105427357601E-15
225,   666,0,3.63797880709171E-12
225,   665,1.1823431123048E-11,0
225,   667,0,0
225,   668,0,0
225,   669,0,0
225,   679,0,9.0951551845464E-15
225,   680,-0.100000000034924,2.17861497939231E-10
225,   681,0,3.41060513164848E-13
225,   682,-3.63797880709171E-12,1.81898940354585E-12
225,   683,-7.27595761418342E-12,4.40536496171262E-12
225,   684,0,0
225,   685,0,0
225,   686,0,0
225,   687,0,1.98972782694539E-15
225,   688,0,0
225,   689,0,0
225,   690,0,0
225,   691,-3.63797880709171E-12,-1.74971148680924E-12
225,   692,3.63797880709171E-12,-1.76214598468504E-12
225,   693,0,0
225,   694,0,1.98972782694539E-15
225,   695,7.67386154620908E-13,0
225,   696,2868783.42999999,5983653.28
225,   697,0,1.98972782694539E-15
225,   698,-1.81898940354585E-12,0
225,   700,0,0
225,   701,0,0
225,   702,0,0
225,   703,0,4.54747350886464E-13
225,   704,0,0
225,   699,0,1.4210854715202E-14
225,   705,0,0
225,   707,0,0
225,   708,-0.0400000000372529,2.66027200268581E-11
225,   706,0,0
225,   709,0,0
225,   710,9.09494701772928E-13,-9.9475983006414E-13
225,   711,8.66862137627322E-13,0
225,   712,1.16415321826934E-10,3.31112914864206E-11
225,   713,-6.36646291241049E-12,1.65414348884951E-11
225,   714,146941.759999989,100000.29
225,   715,0,0
225,   716,-1.81898940354585E-12,-2.27373675443232E-13
225,   717,0,0
225,   718,0,0
225,   719,0,0
225,   720,0,1.4210854715202E-14
225,   722,-7.27595761418342E-12,1.38129507831763E-11
225,   721,5.45696821063756E-12,1.54400936480669E-11
225,   725,0,2.72848410531878E-12
225,   724,5.45696821063756E-12,0
225,   726,0,0
225,   727,25869.1599999999,3059.89000000003
225,   728,0,0
225,   730,0,0
225,   731,0,1.4210854715202E-14
225,   732,0,0
225,   733,-7.27595761418342E-12,9.09494701772928E-13
225,   735,-0.0100000000020372,0
225,   734,366584.52,1.45519152283668E-11
225,   736,0,0
225,   737,0,0
225,   738,0,0
225,   739,-4.54747350886464E-13,0
225,   740,233709.69,507505.59
225,   742,0,0
225,   741,0,-5.90262040633948E-12
225,   743,0,0
225,   744,0,0
225,   745,0,0
225,   746,-4.45652403868734E-11,1.45519152283668E-11
225,   747,-2.18278728425502E-11,3.63797880709171E-12
225,   748,0,0
225,   749,0,0
225,   750,0,0
225,   751,0,1.81898940354585E-12
225,   752,-1.45519152283668E-11,1.52340362546965E-11
225,   753,0,0
225,   754,0,0
225,   755,0,0
225,   756,-4.18367562815547E-11,1.4637180356658E-11
225,   757,0,0
225,   758,-0.00999999999476131,0
225,   759,0,0
225,   760,0,1.81903103690928E-14
225,   761,-1.81898940354585E-12,0
225,   800,8.96534402272664E-10,-5.0022208597511E-12
225,   762,-8.73114913702011E-11,4.36557456851005E-11
225,   763,-0.0099999999965803,1.63709046319127E-11
225,   764,-1.81898940354585E-12,3.63797880709171E-12
225,   765,-9.09494701772928E-13,9.09494701772928E-13
225,   766,0,0
225,   767,0,0
225,     1,-1.81898940354585E-12,9.09494701772928E-13
225,     2,0,0
225,     3,0,0
225,     4,0,0
225,     5,0,0
225,     6,0,0
225,     7,0,2.18483356406729E-11
225,     8,0,0
225,     9,0,-9.09494701772928E-13
225,    10,0,0
225,    11,0,0
225,    12,0,0
225,    13,-3.63797880709171E-12,-1.12777322203161E-12
225,   729,0.00999999999203282,1.22781784739345E-11
225,   768,0,-9.09494701772928E-13
225,   770,0,0
225,   769,0.0100000000134059,4.41247038907022E-12
225,   771,-10513.5499999999,1.13914211397059E-10
225,   772,-2.27373675443232E-13,1.77635683940025E-14
225,   773,0,1.81898940354585E-12
225,   775,-0.0100000000820728,3.83261200553874E-11
225,   776,-1.45519152283668E-11,1.81898940354585E-12
225,   774,0,-1.00830455096456E-12
225,   777,0,1.81898940354585E-11
225,   778,-42192.089999997,7.27595761418342E-10
225,   779,-9.09494701772928E-13,2.8421709430404E-14
225,   780,0,-1.81898940354585E-12
225,   781,0.0299999999333522,6.48014975013211E-12
225,   782,-1.81898940354585E-12,3.63797880709171E-12
225,   783,0,-4.54747350886464E-13
225,   784,0,1.09134923320652E-13
225,   787,0,1.81898940354585E-12
225,   790,9.09494701772928E-13,-1.4566126083082E-13
225,   789,1.45519152283668E-11,1.00044417195022E-11
225,   788,-0.0299999999278952,1.79716155151998E-11
225,   791,0,0
225,   792,1098849.1,2232132.52
225,   793,74360.6399999999,3.63797880709171E-12
225,   794,-0.0200000000477302,0
225,   795,232309.699999999,5.25233190273866E-11
225,   796,-1.81898940354585E-12,8.24229573481716E-13
225,   797,3.41060513164848E-12,2.72848410531878E-12
225,   798,7.45785655453801E-11,1.11074030181845E-10
225,   799,0,6.3948846218409E-12
225,   802,-3.11047188006341E-10,1.68580531478834E-11
225,   804,116586.560000001,1.85055156962099E-10
225,   805,-0.0400000001518492,6.77005118632223E-11
225,   803,-1.81898940354585E-12,0
225,   807,1.27329258248209E-11,1.5688783605583E-11
225,   808,-3.63797880709171E-12,4.54747350886464E-12
225,   806,-8.18545231595635E-12,-4.54747350886464E-13
225,   809,-0.00999999998953171,9.54969436861574E-12
225,   810,3893100.18,1270241.8
225,   811,-3.63797880709171E-11,2.18278728425502E-11
225,   813,-0.0100000000093132,-2.91038304567337E-11
225,   812,1.08002495835535E-12,1.81898940354585E-12
225,   814,0,0
225,   818,1156044.54999999,942008.06
225,   816,0,1.477928890381E-11
225,   817,0,2.54658516496419E-11
225,   819,0,4.09272615797817E-12
225,   820,9.09494701772928E-12,-1.33866251417202E-11
225,   821,93834.1299999995,327365.81
225,   825,-2.72848410531878E-12,0
225,   827,-36671648.54,234082.52
225,   828,0.00999999975820742,9.57154355774037E-11
225,   829,-5.6843418860808E-12,5.6843418860808E-12
225,   826,17931.2227039997,-1.4915713109076E-10
225,   823,-0.0600000011581869,1.5552359400317E-10
225,   831,-1.81898940354585E-12,1.4210854715202E-13
225,   822,-0.0500000001702574,5.18411980010569E-11
225,   830,33404.58,4.6611714488165E-11
225,   832,0,-4.54747350886464E-13
225,   833,-7.27595761418342E-12,1.53477230924181E-12
225,   834,17115.2,2.91038304567337E-11
225,   835,-3.63797880709171E-11,2.70006239588838E-11
225,   836,-0.0200000001586886,11875.5
225,   839,-3.63797880709171E-12,0
225,   837,7.27595761418342E-12,0
225,   840,0,0
225,   838,248796.8,8.00355337560176E-11
225,   841,0,0
225,   843,-1.81898940354585E-12,0
225,   842,7.27595761418342E-12,0
225,   844,76938.9599999999,2.54658516496419E-11
225,   786,2.18278728425502E-11,1.81898940354585E-12
225,   847,-3.63797880709171E-12,7.50333128962665E-12
225,   848,0,0
225,   850,0,-2.27373675443232E-13
225,   849,-2.91038304567337E-11,1.09139364212751E-11
225,   852,67955.1200000001,1.62799551617354E-10
225,   846,-7.27595761418342E-12,1.09139364212751E-11
225,   851,0.00999999998020939,1.45519152283668E-11
225,   854,0,0
225,   853,-0.0100000000093132,9.09494701772928E-13
225,   855,0,0
225,   857,-1.63709046319127E-11,3.18323145620524E-11
225,   856,0,1.13686837721616E-13
225,   858,-4.54747350886464E-13,4.54747350886464E-13
225,   859,-9.09494701772928E-13,2.27373675443232E-13
225,   860,-1.01863406598567E-10,1.27329258248209E-11
225,   862,0,0
225,   861,-0.0200000000186264,1.04591890703886E-11
225,   865,-0.0600000002395972,1000.00000000003
225,   863,0,0
225,   864,465630.919999996,1030497.22
225,   866,-1.81898940354585E-12,2.27373675443232E-13
225,   870,0,-7.8216599863623E-12
225,   867,-0.0100000000020372,2.33058017329312E-12
225,   871,4185779.90000005,15234210.57
225,   869,0.010000000009164,-1.81898940354585E-12
225,   868,-4.54747350886464E-12,-1.13686837721616E-13
225,   874,443488.879999994,768992.32
225,   872,-0.110000000064019,6.43467501504346E-11
225,   873,26595.6300000018,3.22870619129389E-11
225,   877,-1.01863406598567E-10,4.95674612466245E-11
225,   878,30719.6699999999,152272.33
225,   879,0,0
225,   876,0.109999999784122,5.32145352089008E-11
225,   881,-9.09494701772928E-13,-9.9475983006414E-14
225,   880,0,-1.81898940354585E-12
225,   884,-2.85353962681256E-11,1.45519152283668E-11
225,   886,-0.050000000410364,7.63975549489259E-11
225,   882,-0.0300000000093518,-4.54747350886464E-13
225,   887,0,-1.45519152283668E-11
225,   875,0,-1.00084211751561E-11
225,   890,-0.0300000001161606,1.04591890703886E-10
225,   891,7.27595761418342E-12,0
225,   888,0,1.63709046319127E-11
225,   893,-9.09494701772928E-13,-9.09494701772928E-13
225,   883,1.45519152283668E-11,0
225,   894,1.81898940354585E-11,-6.36646291241049E-12
225,   885,-0.0100000000038562,7.27595761418342E-12
225,002015,7.27595761418342E-12,1.81898940354585E-12
225,   895,0.0299999999842839,1.3301360013429E-11
225,   892,0,0
225,   897,0,0
225,   899,-7.27595761418342E-12,2.8421709430404E-12
225,   898,0,-2.90469870378728E-11
225,   901,0,0
225,   902,922717.109999999,1002519.92999999
225,   903,-2.91038304567337E-11,7.27595761418342E-12
225,   904,-1.81898940354585E-12,1.81898940354585E-12
225,   905,-3.36513039655983E-11,24151.46
225,   906,484690.77,406757.02
225,   908,0.0100000000020372,-4.54747350886464E-13
225,   910,-0.0100000000027655,0
225,   911,415136.159999999,3.63797880709171E-10
225,   912,0,0
225,   907,-0.0300000000725049,54366.61
225,   913,0,0
225,   914,-0.00999999999984879,0
225,   916,-3.63797880709171E-11,65969.7799999999
225,   915,0.00999999999965517,-7.105427357601E-13
225,   917,-7.27595761418342E-12,-2.49655851547458E-12
225,   918,0,0
225,   896,204154.17,61498.29
225,   919,0,0
225,   920,-0.0499999999883584,5.45696821063756E-12
225,   921,0.0200000000331783,1.04591890703886E-11
225,   922,0,-2.8421709430404E-12
225,   923,0.00999999999476131,-1.45519152283668E-11
225,   925,0,4.32720526077901E-12
225,   926,0,3.63797880709171E-12
225,   927,1.01962882581574E-12,3.63797880709171E-12
225,   928,0,3.63797880709171E-12
225,   929,-0.0100000000202271,2.72848410531878E-12
225,   930,0.0999999999366991,2.04636307898908E-11
225,   931,0,-5.6843418860808E-14
225,   932,-0.0100000000020372,3.63797880709171E-12
225,   935,-0.0500000000392901,4.54747350886464E-12
225,   933,-1.81898940354585E-12,1.08002495835535E-12
225,   934,-0.0100000000165891,4.76063632959267E-12
225,   937,-0.00999999999979195,4.40536496171262E-13
225,   936,0,0
225,   939,-0.0700000005685979,6.73026079311966E-11
225,   942,-0.0300000000097497,8836.59
225,   943,-0.00999999995838152,2.18278728425502E-11
225,   941,-1.56497037551162E-12,-2.83761902863943E-11
225,   940,-2.25554686039686E-10,-1.65891831521713E-11
225,   944,0,-3.41060513164848E-13
225,   945,0,0
225,   946,-0.0499999989988282,2.28646990230174E-10
225,   824,119522.92,344006.389999999
225,000947,-1.45519152283668E-11,2.18278728425502E-11
225,000948,0,-2.27373675443232E-13
225,000950,-0.0099999999956708,0
225,000949,0,7.95807864051312E-13
225,000951,-0.0099999999983904,0
225,000952,0,0
225,000953,-3.63797880709171E-12,0
225,000954,1382963.18000005,3305267.54999999
225,000955,-1.09139364212751E-11,92929.8599999999
225,000956,-1.81898940354585E-12,3.77420317221321E-13
225,000957,7.95807864051312E-12,0
225,000958,-1.09139364212751E-11,-1.36424205265939E-12
225,002017,-605.629932999982,-4.54747350886464E-12
225,002016,-83394.3219619997,7.9921846918296E-11
225,000962,2.95585778076201E-12,-6.70752342557534E-12
225,000964,-0.0100000000238651,0
225,000963,0,0
225,000959,-2.22044604925031E-13,2.27373675443232E-13
225,000960,-1.08357767203415E-13,2.33146835171282E-15
225,000961,-2.27373675443232E-13,2.27373675443232E-13
225,000966,0,0
225,000965,1.09139364212751E-11,0
225,000967,0,0
225,000970,-9.09494701772928E-13,0
225,000968,-0.00999999999856982,7.64543983677867E-12
225,000971,-1.81898940354585E-12,-2.91044965905484E-13
225,000969,-1.81898940354585E-12,0
225,002018,-2579.74983199998,0
225,000972,0,-1.4210854715202E-13
225,000973,-0.00999999999476131,-8.64019966684281E-12
225,000974,-0.0099999999999909,0
225,000975,-7.27595761418342E-12,-1.45519152283668E-11
225,000977,3.63797880709171E-12,0
225,000978,-1.13686837721616E-13,1.72750702631674E-13
225,000976,1.81898940354585E-12,0
225,000979,-0.030000000129803,6.91216181514242E-13
225,000981,0.0199999999967985,2.8705926524708E-12
225,000980,-1.81898940354585E-12,-1.02318153949454E-12
225,000982,-0.0599999998594285,-1.13905116241874E-10
225,000983,0,0
225,000984,-0.01999999999407,5.59907675778958E-12
225,000985,0,-1.477928890381E-12
225,000986,0,0
225,000987,1371875.11000001,1447516.39999999
225,000990,5.82076609134674E-11,140940
225,000989,-0.0200000000113504,8.18545231595635E-12
225,000988,-0.0299999999954252,22713.07
225,000991,60578.7899999999,-3.63797880709171E-11
225,000992,0,-1.13686837721616E-12
225,000993,-3.35731442646647E-13,2.27373675443232E-13
225,000994,-1.08357767203415E-13,-4.54747350886464E-13
225,000995,0,0
225,000996,-1.45519152283668E-11,3.63797880709171E-12
225,000997,-0.00999999999021383,-1.45519152283668E-11
225,000998,0,0
225,000999,11637.0799999999,56229.7
225,001004,5.0022208597511E-12,9.09494701772928E-13
225,001011,0,-2.27373675443232E-13
225,001000,-0.0100000000002182,2.8421709430404E-13
225,001003,0.0199999999895226,-4.54747350886464E-13
225,001006,275210,174968.6
225,001009,-4.36557456851005E-11,2.1316282072803E-11
225,115003,0,-2.04636307898908E-12
225,115005,-0.0500000002257365,202017
225,115004,0,-1.49498191603925E-11
225,115006,-0.010000000038417,0
225,115007,0.0100000000020372,-3.63797880709171E-12
225,115009,-9.09494701772928E-12,1.02318153949454E-12
225,115008,0,-3.63797880709171E-12
225,115011,-0.00999999992200173,0
225,115012,-3.63797880709171E-12,1.45522482952742E-13
225,115015,0,0
225,115016,0,5.6843418860808E-13
225,115017,23982.3599999999,23677.7
225,115014,38912.2199999999,33921.3
225,115018,0,0
225,115019,31294.4399999999,2.18278728425502E-11
225,115021,0,0
225,115020,2156213.51999999,934986.289999999
225,115026,39556,0
225,115028,0,0
225,115025,0,0
225,115024,-1.09139364212751E-11,-3.18323145620524E-12
225,115023,0,0
225,115027,0,0
225,115022,-0.0700000005926995,242612.28
225,115029,659431.009999999,1092480.93
225,115013,0,1.90993887372314E-11
225,115030,-3.63797880709171E-12,0
225,115031,154221.98,0
225,115032,-1.10958353616297E-10,2.13731254916638E-11
225,115034,48692.1199999999,108773.92
225,115033,0,0
225,115035,-3.63797880709171E-12,0
225,115036,0,-1.13686837721616E-13
225,115037,-7.27595761418342E-12,-7.27595761418342E-12
225,115038,0,-2.27373675443232E-13
225,115040,255710.379999999,146766.679999999
225,115039,-7.28732629795558E-11,2.63747357287513E-13
225,115042,43586.0799999999,38094.98
225,115041,1543453.29999999,2640983.53
225,115044,-0.0100000000049931,-1.36424205265939E-12
225,115043,0,0
225,115046,-3.63797880709171E-12,0
225,115049,-5.45696821063756E-12,-7.27595761418342E-12
225,115047,0,71466.8499999991
225,115048,1.45519152283668E-10,613485.459999999
225,115050,0,0
225,115045,0,-4.3200998334214E-11
225,115051,0,-5.6843418860808E-13
225,115010,0,0
225,115052,1.36424205265939E-12,-3.63797880709171E-12
225,115053,4061457.1,1252075
225,115054,-7.50333128962665E-12,34433.61
225,115055,-0.0299999999770079,44574.1599999999
225,115058,680341.35,1168651.89
225,115060,0,1.45519152283668E-11
225,115057,-0.0400000000119007,26355.03
225,115061,-0.00999999999885403,0
225,115062,0,0
225,115063,0,0
225,115064,-1.45519152283668E-11,1.81898940354585E-12
225,115066,0,0
225,115065,0,-1.36424205265939E-12
225,115067,106151.57,619692.559999999
225,115068,-6.11066752753686E-11,0
225,115059,2600023.66999999,1133732.05
225,115069,0,-1.81898940354585E-12
225,115070,2.00088834390044E-11,0
225,115071,0,-5.17275111633352E-12
225,115072,-0.0100000000002182,-5.6843418860808E-13
225,115073,-1.477928890381E-12,0
225,115074,7.28306304154102E-13,-3.5527136788005E-13
225,115076,0,0
225,115077,0,0
225,115075,0,-7.38964445190504E-13
225,115079,0,-1.36424205265939E-12
225,115078,12667.1999999999,47328
225,115080,0,0
225,115081,0,0
225,115082,0,-1.60071088328717E-12
225,115083,0,0
225,115084,-9.09494701772928E-13,0
225,115085,119480,0
225,115087,3584.40000000005,82302
225,115088,58464,0
225,115086,1.54614099301397E-11,0
225,115090,109179.2,0
225,115089,-1.81898940354585E-12,390.130000000002
225,115092,7.27595761418342E-12,-1.45519152283668E-11
225,115091,0,18322.1999999999
225,115093,0,1.81898940354585E-12
225,115094,0,0
225,115095,-6.25277607468888E-13,0
225,115096,0,0
225,115097,158360.88,343873.58
225,115098,-4.2564352042973E-10,4830317.45999999
225,115099,0,0
225,115100,-2.91038304567337E-11,0
225,115056,1566,91903.03
225,115101,106070.389999999,18076.9599999999
225,115102,0,0
225,115104,0,0
225,115106,-98764.83,98764.83
225,115107,-0.00999999999248757,0
225,115108,0,1253.09
225,115109,0,0
225,115103,84215.9999999999,100357.4
225,115110,-1.36424205265939E-12,0
225,115111,422941.189999999,762894.93
225,115112,0,-1.17950094136176E-12
225,115113,381179.47,319768.38
225,115114,0,0
225,115115,0,-2.95585778076201E-12
225,115117,0,8.18545231595635E-12
225,115119,0,0
225,115120,0,0
225,115118,7.27595761418342E-12,-5.23868969037888E-12
225,115123,0,2.27373675443232E-13
225,115122,-3.63797880709171E-12,120525.15
225,115129,0,0
225,115126,84684.6399999999,366132.52
225,115128,7.27595761418342E-12,0
225,115124,23838,-9.09494701772928E-13
225,115130,453185.91,412596.41
225,115133,-7.27595761418342E-12,101650.8
225,115134,-3.63797880709171E-12,0
225,115135,0,0
225,115131,124526,0
225,115125,-3.63797880709171E-12,19905.17
225,115127,-2.91038304567337E-11,259788.96
225,115138,-1.16415321826934E-10,16987.5199999999
225,115140,0,0
225,115139,0,109408.28
225,115141,-7.27595761418342E-12,16550.3
225,115143,0,1.13686837721616E-12
225,115142,596039.44,464631.97
225,115147,0,-4.20641299569979E-12
225,115145,931312.729999999,859553.279999999
225,115137,0,18670.2
225,115121,325546.75,174272.139999999
225,115146,633345.7,69104.56
225,115149,0,0
225,115144,0,72462.31
225,115151,25583.8,0
225,115150,42920,0
225,115152,98764.83,0
