Compania,Cliente,SaldoOrden,SaldoFactura
225,   397,0,0
225,   398,7.27595761418342E-12,4.43378667114302E-12
225,   399,0,0
225,   400,0,7.27595761418342E-12
225,   401,0,0
225,   402,0,0
225,   403,0,0
225,   404,0,9.0951551845464E-15
225,   405,0,0
225,   406,0,0
225,   407,0,0
225,   408,0,0
225,   409,0,0
225,   410,0,0
225,   411,0,0
225,   412,-2.24531504500191E-12,0
225,   413,-5.0022208597511E-12,1.81898940354585E-12
225,   414,0,-9.09494701772928E-13
225,   415,0,0
225,   416,0,0
225,   417,0,0
225,   418,0,8.56916967939547E-13
225,   419,0,0
225,   420,0,4.92930141149372E-11
225,   421,0,-1.98951966012828E-12
225,   422,2.27373675443232E-13,0
225,   423,0,5.6843418860808E-14
225,   424,-0.0100000000093132,1.57778004203357E-10
225,   425,0,0
225,   426,0,-4.55191440096314E-14
225,   427,0,0
225,   428,0,0
225,   429,0,0
225,   430,-2.18278728425502E-11,-1.28821397993306E-11
225,   431,2.32830643653869E-10,7.98755662306804E-11
225,   432,0,-1.76101321025523E-12
225,   433,0,0
225,   434,-1.81898940354585E-12,5.15945619561364E-12
225,   435,-1.45519152283668E-11,0
225,   436,-2.91038304567337E-11,4.89990270580165E-11
225,   437,0,-5.53512791157118E-12
225,   438,-2.18278728425502E-11,3.63797880709171E-12
225,   439,0,4.54747350886464E-13
225,   440,0,-1.81898940354585E-12
225,   441,0,0
225,   442,0,0
225,   443,0,0
225,   444,0,0
225,   445,0,0
225,   446,0,0
225,   447,5.45696821063756E-12,5.6843418860808E-13
225,   448,-1.54614099301397E-11,-7.84859330305032E-12
225,   449,0,1.81898940354585E-12
225,   451,-3.63797880709171E-12,0
225,   452,7.27595761418342E-12,-9.09494701772928E-13
225,   453,0,-4.54747350886464E-13
225,   454,0,2.61792323930087E-12
225,   455,0,0
225,   456,0,-5.11590769747272E-13
225,   457,-2.33058017329312E-12,0
225,   458,0,0
225,   459,786502.629999969,369112.720000001
225,   460,0,0
225,   461,0,0
225,   462,-1.53477230924181E-12,1.19371179607696E-12
225,   463,0,0
225,   464,0,0
225,   465,8.73046079874484E-12,0
225,   466,-9.09494701772928E-13,0
225,   467,0,0
225,   468,0,-2.28240516764177E-12
225,   469,0,0
225,   470,1.0061285138363E-11,0
225,   471,3.63797880709171E-12,0
225,   472,227585.15,2.31182184506906E-10
225,   473,0,7.105427357601E-15
225,   474,392717.999999999,434380.56
225,   475,-1.13686837721616E-13,0
225,   476,0,0
225,   477,0,6.35802521742334E-12
225,   478,0,3.94173582662915E-12
225,   479,-4.54747350886464E-12,-9.09494701772928E-13
225,   480,0,-2.89333002001512E-11
225,   481,0,0
225,   482,0,0
225,   483,0,7.78754838393069E-12
225,   484,0,0
225,   485,-1.81898940354585E-12,-2.28283190961686E-12
225,   486,0,2.27587046430777E-13
225,   487,0,0
225,   488,1.81898940354585E-12,0
225,   489,-1.81898940354585E-12,-4.54747350886464E-13
225,   490,0,0
225,   491,0,1.36424205265939E-12
225,   492,0,0
225,   494,-0.00999999995110556,3.25233173725791E-11
225,   495,0,0
225,   496,0,1.53476190090096E-13
225,   497,0,3.3253955145085E-13
225,   498,0,0
225,   499,0,0
225,   500,0,1.59872115546022E-14
225,   501,-1.81898940354585E-11,-3.63797880709171E-12
225,   502,0,0
225,   503,-4.36539693282611E-13,0
225,   504,2.27373675443232E-13,0
225,   505,0,0
225,   506,0,0
225,   507,1.27999999880375,1.07224704636033E-09
225,   508,7.27595761418342E-12,3.64153152077051E-14
225,   509,0,4.55191440096314E-14
225,   510,0,0
225,   511,-3.41060513164848E-13,1.4210854715202E-14
225,   512,0,0
225,   513,-3.63797880709171E-12,-1.81898940354585E-12
225,   514,-3.63797880709171E-12,0
225,   515,4.36557456851005E-11,0
225,   516,1.45519152283668E-11,5.0022208597511E-12
225,   518,0,-8.18511924904896E-14
225,   520,2.79669620795175E-11,0
225,   521,-7.27595761418342E-12,0
225,   522,7.27595761418342E-12,3.00133251585066E-11
225,   523,0,0
225,   524,576026.570000026,2543786.67999999
225,   525,0,0
225,   526,-7.27595761418342E-12,0
225,   527,-7.27595761418342E-12,6.82121026329696E-13
225,   528,-1.81898940354585E-12,0
225,   529,0,1.07212363986697E-11
225,   530,-1.46428646985441E-10,6.96644478215269E-12
225,   531,5.82112136271462E-12,1.45519152283668E-11
225,   532,7.27595761418342E-12,5.45696821063756E-12
225,   533,-3.63797880709171E-12,2.38742359215393E-12
225,   534,0,2.27373675443232E-13
225,   535,0,0
225,   536,167496.179999999,12603.4
225,   537,1.81898940354585E-12,0
225,   538,0,0
225,   539,0,0
225,   540,-0.0299999998533166,323743.99
225,   541,0,0
225,   542,-9.09494701772928E-13,5.47117906535277E-13
225,   543,0,9.69180291576776E-12
225,   544,103746.939999999,82499.48
225,   545,-7.95807864051312E-13,0
225,   546,-1.81898940354585E-12,-8.5265128291212E-13
225,   547,0,3.63797880709171E-12
225,   548,0,-4.54747350886464E-13
225,   549,-3.46460637956624E-11,2.32773800235008E-11
225,   550,0,4.54747350886464E-12
225,   551,0,0
225,   552,0,0
225,   553,5.31485966348554E-12,3.64133185409842E-11
225,   554,0,0
225,   555,0,0
225,   556,0,-9.0951551845464E-15
225,   557,0,0
225,   558,-0.0100000001111766,69755.9
225,   559,0,4.77484718430787E-12
225,   560,-6.82121026329696E-13,4.21795931515589E-12
225,   561,1.45519152283668E-11,2.72848410531878E-11
225,   562,0,-1.5629858518551E-15
225,   563,0,-1.81898940354585E-12
225,   565,0,0
225,   566,0,0
225,   567,0,0
225,   568,0,-2.27373675443232E-13
225,   569,0,0
225,   570,4854581.56999998,2883049.59
225,   571,0,3.41060513164848E-13
225,   572,0,0
225,   573,-9.32232069317251E-12,4.54747350886464E-12
225,   574,-2.91038304567337E-11,3.55180416328204E-11
225,   575,7.27595761418342E-12,7.44648787076585E-12
225,   576,-1.03318598121404E-09,1597512.17
225,   577,0,0
225,   578,0,0
225,   579,-0.0200000000295403,3.43243298367434E-11
225,   581,0,-9.10382880192628E-15
225,   582,-1.81898940354585E-11,4.09272615797817E-12
225,   583,0,0
225,   670,0,0
225,   671,0,1.477928890381E-12
225,   672,0,6.82121026329696E-12
225,   673,0,9.09494701772928E-13
225,   674,-8.00355337560176E-11,2.08046913030557E-11
225,   675,0,0
225,   676,0,0
225,   677,0,0
225,001001,-7.27595761418342E-11,0
225,001002,0,1.81898940354585E-12
225,001005,2.91038304567337E-11,0
225,001007,0,0
225,001008,-1.16529008664656E-12,1.81898940354585E-12
225,001010,0,0
225,001013,-1.45519152283668E-11,-9.2796881290269E-12
225,001014,-0.0300000000424915,3.0468072509393E-11
225,001015,38695.2699999999,30938.78
225,001017,-1.45519152283668E-11,0
225,001018,-0.0100000000020372,0
225,001021,1012667.85,6730073.62
225,001030,1.09139364212751E-11,28729.23
225,001031,1.45519152283668E-11,0
225,001032,119915.009999996,659740.729999999
225,001036,0,0
225,001038,2201.19999999999,-4.12825329476618E-12
225,001039,-0.250000003914465,8.64019966684281E-12
225,001041,-2.91038304567337E-11,-2.29647412197664E-11
225,001042,2896276.39999999,645335.76
225,001043,-1.81898940354585E-12,8.72191208145523E-13
225,001045,-5.6843418860808E-13,-2.91038304567337E-11
225,001046,0,0
225,001047,-1.45519152283668E-11,7.27595761418342E-12
225,001048,0,1.81898940354585E-12
225,001049,0,0
225,001051,3.63797880709171E-12,0
225,001052,0,0
225,001053,66514.4,106899.8
225,001058,0,0
225,001061,-0.010000000038417,1.36424205265939E-11
225,001063,2.91038304567337E-11,0
225,001064,0,0
225,001066,0,0
225,001067,0,0
225,001068,0,-3.63797880709171E-12
225,001069,0,0
225,001070,0,0
225,001071,0,0
225,001072,0,0
225,001075,0,0
225,001077,27218.2299999999,112568.7
225,001082,25441.92,0
225,001086,0.0200000000186264,1.083435563487E-10
225,001088,-0.0100000000238651,109379.37
225,001090,0,0
225,001091,0,0
225,001092,0,0
225,001103,0,0
225,001104,0,0
225,001105,0,0
225,001115,310972.8,1.77134751311314E-10
225,001116,0,-1.57090035424189E-11
225,001202,0,0
225,001205,0,2.27773026134636E-11
225,002000,0,1.44382283906452E-11
225,002001,0,0
225,002003,0,0
225,002004,123044667.639999,455129.400000002
225,002005,1232925.58999999,564586.87
225,002006,0,1.20998322472587E-10
225,002007,17919.9399999993,2.40845565713243E-10
225,002008,2.4556356947869E-11,0
225,002009,0,-6.18456397205591E-11
225,002010,0,-1.09139364212751E-11
225,002011,23380.0299999999,1.11322149415338E-11
225,002012,36693356.62,10792339.31
225,002013,-0.0599999996920814,4.36557456851005E-11
225,002014,0,3.4797267497999E-11
225,003000,0,0
225,003001,0,0
225,003002,-0.0299999995659163,1.24297117737315E-10
225,003003,0,0
225,003004,0,0
225,003005,-0.190000015572877,1.27274901728924E-09
225,003006,1.03568709164392E-10,0
225,003007,0,0
225,003008,0,0
225,003009,-0.0200000000731961,4.00177668780088E-11
225,003010,0,0
225,003011,-1.45519152283668E-11,7.27595761418342E-12
225,003012,0,0
225,003013,60221.9099999994,3.74361661462097E-10
225,003014,0,0
225,003015,0,0
225,003016,0,2.27373675443232E-13
225,003017,0,0
225,003019,0,0
225,003020,935108.719999999,2016680.63
225,003021,0,0
225,003026,0,0
225,003029,0,0
225,003030,0,0
225,003031,0,-2.27373675443232E-13
225,003032,0,0
225,003033,0,0
225,003034,0,0
225,003036,0,0
225,003038,0,0
225,003040,0,0
225,003042,-3.63797880709171E-12,5.45696821063756E-12
225,003043,0,-4.54747350886464E-13
225,003044,0,0
225,003047,-5.45696821063756E-12,0
225,003048,0,0
225,003049,0,0
225,003050,0,0
225,003051,0,0
225,003052,0,0
225,003055,0,0
225,003058,0,0
225,003063,0,0
225,003065,2.27373675443232E-13,0
225,004000,-1.81898940354585E-12,0
225,004001,0,0
225,004002,0,0
225,004003,0,0
225,004006,0,0
225,004007,0,0
225,005002,0,0
225,005004,0,0
225,005005,0,0
225,005013,0,0
225,005019,0,0
225,005020,0,0
225,006001,0,0
225,006002,0,0
225,006003,0,0
225,006004,0,0
225,006005,0,0
225,006006,0,0
225,006007,0,1.81898940354585E-12
225,006008,0,0
225,006009,0,0
225,006010,0,0
225,006011,0,1.34626511327784E-12
225,006012,0,-2.27373675443232E-13
225,006013,0,0
225,006014,0,0
225,006015,0,0
225,006017,0,0
225,006019,43651.810000001,259054.01
225,006022,0,0
225,006024,0,0
225,006026,0,0
225,006028,0,0
225,006029,0,0
225,006030,0,0
225,006032,0,9.09494701772928E-13
225,006034,0,7.28306304154102E-14
225,006039,0,0
225,006040,-7.27595761418342E-12,7.27595761418342E-12
225,006041,0,0
225,006042,0,0
225,006043,0,0
225,006044,0,0
225,006045,0,0
225,006046,0,0
225,006047,3500895.68999999,6628680.78
225,006048,0,1.80989424836131E-12
225,006049,0,0
225,006050,6.09361450187861E-11,4.0036529647125E-11
225,007000,0,0
225,007001,0,1.38697733853554E-12
225,007002,0,-6.48924490531666E-12
225,007003,0,-6.69842827039079E-12
225,007004,0,0
225,007005,0,0
225,007006,0,0
225,007007,0,0
225,007008,0,0
225,007009,0,0
225,007010,0,9.0951551845464E-15
225,007012,-9.09494701772928E-13,2.27373675443232E-13
225,007013,0,0
225,007014,0,0
225,007015,0,0
225,007016,3.09228198602795E-11,0
225,007017,0,0
225,007020,0,0
225,007021,0,0
225,007022,0,2.17085880521716E-11
225,007025,0,0
225,007026,0,0
225,007028,0,0
225,007029,0,0
225,007033,0,0
225,007034,0,0
225,007038,0,0
225,007042,0,9.09494701772928E-13
225,007043,0,0
225,007044,0,0
225,007046,0,-6.04814809346265E-13
225,007049,0,0
225,007051,0,0
225,007053,0,0
225,007055,0,0
225,007056,0,0
225,007057,0,0
225,007059,0,7.27595761418342E-12
225,007063,0,0
225,007064,0,0
225,007065,0,0
225,007068,0,0
225,007071,-4.36557456851005E-11,-1.09139364212751E-11
225,007078,0,0
225,007079,0,0
225,008001,0,1.81898940354585E-12
225,008002,0,0
225,008003,0,0
225,008004,0,0
225,008005,0,0
225,008006,0,0
225,008007,0,0
225,008008,0,0
225,008009,0,0
225,008010,-9.09494701772928E-13,0
225,008011,0,0
225,008012,0,3.6095570976613E-12
225,008017,0,0
225,008018,0,0
225,008019,32064.7200000008,323802.22
225,008021,4.54747350886464E-12,2.09183781407773E-11
225,008022,0,0
225,008023,0,0
225,008025,0,3.63797880709171E-12
225,008026,-8.18545231595635E-12,9.80548975348938E-12
225,008027,0,0
225,008028,0,0
225,008030,0,0
225,008031,0,0
225,008034,32405.5399999991,1.03608677193278E-10
225,008035,0,0
225,008038,0,0
225,010000,0,-1.81898940354585E-12
225,010001,0,0
225,010003,0,0
225,010004,-1.81898940354585E-12,-7.88702436693711E-12
225,010005,0,2.18278520258685E-13
225,010009,0,0
225,010010,0,0
225,010011,1.08002495835535E-11,1.05582926082647E-10
225,010012,0,0
225,010013,0,0
225,010014,-0.0300000004763205,82023.32
225,010015,0,0
225,010016,0,0
225,010017,0,0
225,011000,0,0
225,011001,0,3.41060513164848E-12
225,011002,0,0
225,011003,-2.1849189124623E-13,1.83320025826105E-12
225,011004,0,0
225,011005,0,0
225,011006,81582.5199999999,3.34694050252437E-10
225,011007,-1.81898940354585E-12,0
225,011008,0,1.81898940354585E-12
225,011009,0,0
225,011010,0,0
225,011011,0,0
225,011012,0,0
225,011013,0,8.18545231595635E-12
225,011014,0,0
225,011015,0,0
225,011016,0,0
225,011017,0,0
225,011018,0,0
225,011019,0,0
225,011020,0,0
225,011021,0,0
225,011022,0,0
225,011023,0,0
225,011024,0,1.81898940354585E-12
225,011025,0,0
225,011026,0,0
225,011027,0,0
225,011028,0,0
225,011029,0,0
225,011030,19077.35,2.18278728425502E-11
225,011031,0,0
225,011032,0,0
225,011033,0,0
225,011034,-1.09139364212751E-11,3.63797880709171E-12
225,011035,0,0
225,011036,-1.81898940354585E-12,0
225,011037,0,0
225,011039,0,0
225,011041,0,0
225,011042,0,-2.91044965905484E-13
225,011045,0,0
225,011046,1.81898940354585E-12,0
225,011047,0,0
225,011050,0,1.22781784739345E-11
225,011051,0,0
225,011054,0,0
225,011055,0,0
225,011056,0,0
225,011057,0,0
225,011058,0,0
225,011059,0,0
225,012000,0,0
225,012001,-0.170000000471191,208659.56
225,012002,0,0
225,012003,-9.09494701772928E-13,0
225,012004,0.00999999997782197,8.29913915367797E-12
225,012005,1.81898940354585E-12,0
225,012006,0,0
225,012007,0,0
225,012008,-3.63797880709171E-12,0
225,012009,0,0
225,012010,0,0
225,012011,0,0
225,012012,0,0
225,013002,291352.209999999,1119510.07
225,015001,0,0
225,015002,0,0
225,015003,0,0
225,015004,0,0
225,015006,0,0
225,015007,0,0
225,015008,0,0
225,015009,-0.0300000002243905,63106.7800000001
225,015010,0,0
225,015012,3.09228198602795E-11,0
225,015013,0,0
225,015014,0,0
225,015016,0,0
225,016001,0,0
225,017000,0,0
225,017001,0,0
225,017002,0,0
225,017003,0,0
225,017004,0,0
225,017005,0,0
225,017006,0,0
225,017007,0,0
225,017008,0,3.18323145620524E-12
225,017009,0,0
225,017010,0,0
225,017011,0,0
225,017012,-3.63797880709171E-12,0
225,017013,0,0
225,017015,0,1.81898940354585E-12
225,017016,0,0
225,017017,0,0
225,017018,0,0
225,017020,-0.180000001184453,-1.86923896500212E-11
225,017021,0,0
225,017024,0,0
225,017025,0,0
225,017026,0,0
225,017027,0,0
225,020001,0,0
225,020002,0,0
225,020003,0,0
225,021001,0,0
225,101001,0,0
225,101003,0,0
225,103001,0,0
225,103002,-2.72848410531878E-11,0
225,103003,0,0
225,103004,0,0
225,103005,0,0
225,103006,0,0
225,103007,0,0
225,103008,-9.09494701772928E-12,0
225,103009,-9.09494701772928E-13,0
225,103010,0,2.94727089955593E-12
225,103011,3.63797880709171E-12,0
225,105001,-3.1377567211166E-11,0
225,106001,0,0
225,106002,0,0
225,106003,0,0
225,106004,0,0
225,107001,-7.27595761418342E-12,0
225,107002,3.63797880709171E-12,0
225,107003,0,0
225,107004,0,0
225,108002,0,0
225,108003,0,0
225,110001,0,0
225,111001,3.63797880709171E-12,4.54747350886464E-13
225,111002,-7.27595761418342E-12,0
225,111003,0,-4.54747350886464E-13
225,111004,-7.27595761418342E-12,0
225,112001,0,0
225,112002,-4.09272615797817E-12,0
225,112003,0,0
225,115001,0,0
225,115002,0,0
225,   584,0,0
225,   585,0,9.0951551845464E-15
225,   678,0,-7.87281351222191E-12
225,   587,0,2.13370987545147E-16
225,   586,0,-1.27329258248209E-11
225,   589,-3.63797880709171E-12,0
225,   588,9.09494701772928E-13,-1.4210854715202E-12
225,   590,0,9.0951551845464E-15
225,   591,0,1.54614099301397E-11
225,   592,0,0
225,   593,-9.09494701772928E-13,1.81898940354585E-12
225,   594,0,-2.89219169447019E-12
225,   564,0,-3.63797880709171E-12
225,   596,0,1.4210854715202E-14
225,   595,0,-2.27373675443232E-13
