Compania,Orden,Posicion,FechaMov,Hora,Secuencia,TipoReg,Cantidad,Articulo
225,184360,10,27/11/2020,77459,15,3,2.475,KS360020588     
225,184360,20,09/11/2020,78398,10,3,4.4,KS320020593     
225,184360,20,18/11/2020,79339,11,3,13.2,KS320020593     
225,184360,20,19/11/2020,78860,8,3,19.8,KS320020593     
225,184360,20,20/11/2020,77532,4,3,4.4,KS320020593     
225,184360,20,23/11/2020,78609,2,3,4.5,KS320020593     
225,184360,30,11/11/2020,81876,12,3,26.4,KS360020590     
225,184360,30,11/11/2020,81880,1,3,35.2,KS360020590     
225,184360,30,17/11/2020,78729,4,3,8.8,KS360020590     
225,184360,30,25/11/2020,78504,3,3,8.8,KS360020590     
225,184360,30,27/11/2020,77459,16,3,2.2,KS360020590     
225,184360,40,05/11/2020,80128,13,3,22,KS360020589     
225,184360,40,09/11/2020,78398,11,3,8.8,KS360020589     
225,184360,40,11/11/2020,81878,15,3,48.4,KS360020589     
225,184360,40,11/11/2020,81880,2,3,17.6,KS360020589     
225,184360,40,12/11/2020,77452,8,3,6.6,KS360020589     
225,184360,40,17/11/2020,78729,5,3,8.54,KS360020589     
225,184360,40,23/11/2020,78611,0,3,14.2,KS360020589     
225,184360,40,23/11/2020,78615,6,3,13.2,KS360020589     
225,184360,40,24/11/2020,76792,2,3,11,KS360020589     
225,184360,40,24/11/2020,76793,7,3,26.4,KS360020589     
225,184360,50,12/11/2020,77453,8,3,24.2,KS360020591     
225,184360,50,13/11/2020,79854,0,3,2.2,KS360020591     
225,184360,50,13/11/2020,79858,4,3,6.6,KS360020591     
225,184360,50,27/11/2020,77459,17,3,11,KS360020591     
225,184360,60,06/11/2020,81038,3,3,17.6,KS360020592     
225,184360,60,09/11/2020,78398,12,3,4.4,KS360020592     
225,184360,60,13/11/2020,79854,1,3,35.125,KS360020592     
225,184360,60,18/11/2020,79339,12,3,26.4,KS360020592     
225,184360,60,19/11/2020,78860,9,3,27.875,KS360020592     
225,184360,60,23/11/2020,78609,3,3,4.4,KS360020592     
225,184360,60,23/11/2020,78611,1,3,17.6,KS360020592     
225,184360,60,23/11/2020,78615,7,3,22,KS360020592     
225,184360,60,24/11/2020,76793,8,3,8.8,KS360020592     
225,184360,60,24/11/2020,76796,2,3,13.2,KS360020592     
225,184360,60,27/11/2020,77459,18,3,13,KS360020592     
225,184360,70,20/11/2020,77532,5,3,16.075,KS320020594     
225,184360,70,23/11/2020,78609,4,3,2.75,KS320020594     
225,184360,70,27/11/2020,77459,19,3,9.625,KS320020594     
225,184360,80,17/11/2020,78733,3,3,8.8,KS320020595     
225,184360,80,23/11/2020,78609,5,3,4.2,KS320020595     
225,184360,90,05/11/2020,80128,14,3,42.9,KS360020630     
225,184360,90,06/11/2020,81038,4,3,39.425,KS360020630     
225,184360,90,17/11/2020,78722,3,3,35.1,KS360020630     
225,184360,90,17/11/2020,78733,4,3,15.6,KS360020630     
225,184486,10,24/11/2020,76794,1,3,2.963,KS230019710     
225,184474,10,26/11/2020,76888,10,3,0.525,030011421       
225,184474,30,26/11/2020,76888,11,3,1.07,03008666        
225,184458,10,17/11/2020,78718,4,3,25,010015696       
225,184459,10,17/11/2020,78723,7,3,25,010015474       
225,184454,10,27/11/2020,77460,10,3,1.05,KS230020192     
225,184454,20,27/11/2020,77460,11,3,1.1,KS230020194     
225,184436,10,20/11/2020,77533,7,3,5.1,KS400015058     
225,184436,20,23/11/2020,78610,4,3,10,KS400014885     
225,184436,20,23/11/2020,78613,1,3,6.025,KS400014885     
225,184437,10,25/11/2020,78505,1,3,5.25,KS400019055     
225,184433,10,19/11/2020,78863,9,3,4.975,KS290019750     
225,184438,10,19/11/2020,78863,8,3,9.02,KS360019632     
225,184444,10,28/11/2020,45872,5,3,0.625,KS290020970     
225,184440,10,27/11/2020,77458,7,3,3.3,KS230017645     
225,184440,30,27/11/2020,77458,8,3,3.075,010016862       
225,184478,10,13/11/2020,79853,8,3,4.15,KS290120631     
225,184478,20,13/11/2020,79853,9,3,4.15,KS320020631     
225,184441,10,24/11/2020,76794,9,3,4.4,KS320021050     
225,184450,10,17/11/2020,78721,2,3,1.56,KS230021026     
225,184450,20,17/11/2020,78721,3,3,8.4,KS230021025     
225,184450,30,17/11/2020,78721,4,3,2.92,KS230021027     
225,184442,10,18/11/2020,79334,0,3,6.6,KS400021078     
225,184443,10,17/11/2020,78732,3,3,2.2,KD420016612     
225,184443,20,19/11/2020,78863,3,3,9,KD420016605     
225,184443,30,27/11/2020,77461,3,3,10,KD420016605     
225,184443,40,18/11/2020,79336,8,3,4.07,KD480019731     
225,184451,10,17/11/2020,78732,4,3,1.175,KD480020968     
225,184451,20,17/11/2020,78732,5,3,1.12,KD480016590     
225,184451,20,17/11/2020,78732,6,3,4.863,KD480016590     
225,184451,40,19/11/2020,78860,14,3,2.8,KD480020263     
225,184451,40,23/11/2020,78608,6,3,2.38,KD480020263     
225,184451,50,17/11/2020,78730,4,3,1.27,KD480016602     
225,184451,60,17/11/2020,78730,5,3,1.847,KD480018553     
225,184453,10,19/11/2020,78861,0,3,1.208,KD480019475     
225,184453,40,27/11/2020,77461,4,3,3.117,KD480019475     
225,184464,10,23/11/2020,78608,7,3,2.66,KD480016600     
225,184464,30,17/11/2020,78730,6,3,2.155,KD480016713     
225,184465,10,26/11/2020,76888,8,3,5.25,KS440021004     
225,184461,10,27/11/2020,77460,5,3,20.875,KS260018700     
225,184468,10,25/11/2020,78505,10,3,5,KS290020323     
225,184470,10,28/11/2020,45874,0,3,1.05,KS230019483     
225,184503,10,23/11/2020,78612,3,3,3.4,KS290021079     
225,184503,10,23/11/2020,78612,4,3,9.3,KS290021079     
225,184471,10,26/11/2020,76884,3,3,2,110015899       
225,184479,10,23/11/2020,78612,6,3,8.4,KS260018240     
225,184479,10,23/11/2020,78612,7,3,8.4,KS260018240     
225,184479,10,25/11/2020,78502,3,3,9.6,KS260018240     
225,184479,10,26/11/2020,76883,5,3,1.15,KS260018240     
225,184487,10,17/11/2020,78727,2,3,4.4,KS320021059     
225,184487,20,17/11/2020,78727,3,3,1.8,KS320021060     
225,184456,10,11/11/2020,81879,6,3,15,030019843       
225,184456,10,11/11/2020,81879,7,3,15,030019843       
225,184456,10,11/11/2020,81880,4,3,13.125,030019843       
225,184456,10,13/11/2020,79851,5,3,13.125,030019843       
225,184456,10,13/11/2020,79851,6,3,16.875,030019843       
225,184456,10,13/11/2020,79858,1,3,4.25,030019843       
225,184456,10,17/11/2020,78731,6,3,15,030019843       
225,184456,10,17/11/2020,78731,7,3,15,030019843       
225,184456,10,18/11/2020,79335,5,3,12.625,030019843       
225,184456,10,18/11/2020,79335,6,3,13.125,030019843       
225,184456,10,18/11/2020,79335,7,3,13.125,030019843       
225,184456,10,19/11/2020,78860,1,3,15,030019843       
225,184456,10,19/11/2020,78863,10,3,16.875,030019843       
225,184456,10,19/11/2020,78864,0,3,13.125,030019843       
225,184456,10,23/11/2020,78608,2,3,14.75,030019843       
225,184404,10,11/11/2020,81876,7,3,0.725,KS320017204     
225,184405,10,09/11/2020,78395,1,3,1.5,KS320019833     
225,184405,10,17/11/2020,78719,8,3,1.75,KS320019833     
225,184405,10,17/11/2020,78719,10,3,1.225,KS320019833     
225,184408,10,10/11/2020,81378,5,3,1.75,KS320020834     
225,184409,10,10/11/2020,81377,5,3,1,KS260015931     
225,184410,10,10/11/2020,81376,12,3,1,KS320018935     
225,184411,10,10/11/2020,81378,6,3,2.45,060017217       
225,184412,10,10/11/2020,81377,6,3,0.3,KS230017607     
225,184457,10,10/11/2020,81378,10,3,0.525,KS260020052     
225,184413,10,10/11/2020,81378,7,3,1.55,030017717       
225,184414,10,10/11/2020,81378,8,3,3.325,080017260       
225,184415,10,10/11/2020,81378,9,3,1.3,030016466       
225,184416,10,11/11/2020,81880,8,3,1,KS260017472     
225,184417,10,13/11/2020,79852,2,3,1.825,030016123       
225,184418,10,17/11/2020,78719,1,3,7.125,KS320017039     
225,184419,10,17/11/2020,78719,2,3,1.225,KS320019974     
225,184421,10,25/11/2020,78506,6,3,14,KS290016140     
225,184421,10,25/11/2020,78506,8,3,4.5,KS290016140     
225,184423,10,20/11/2020,77534,3,3,3.8,KS320018774     
225,184425,10,20/11/2020,77533,8,3,11.7,060019844       
225,184425,10,20/11/2020,77533,9,3,13.2999999999999,060019844       
225,184426,10,17/11/2020,78719,9,3,9.275,KS320020795     
225,184427,10,17/11/2020,78719,3,3,9.275,KS320020796     
225,184428,10,19/11/2020,78861,6,3,11.6,030016163       
225,184430,10,20/11/2020,77529,4,3,0.325,KS260017340     
225,184431,10,20/11/2020,77529,5,3,1.45,030016088       
225,184432,10,20/11/2020,77530,0,3,0.3,KS290017525     
225,184488,10,19/11/2020,78864,2,3,3.45,BS230016860     
225,184490,10,25/11/2020,78502,1,3,3.15,KS230018988     
225,184491,10,23/11/2020,78614,7,3,1.475,KS230016865     
225,184530,10,18/11/2020,79336,7,3,5,KS320016978     
225,184505,10,24/11/2020,76791,0,3,1.1,030014812       
225,184506,10,17/11/2020,78720,1,3,4,KS230016934     
225,184497,10,20/11/2020,77531,7,3,5.45,BS360020649     
225,184498,10,20/11/2020,77532,0,3,2.5,KS400019836     
225,184500,10,23/11/2020,78608,11,3,1.2,BS360021067     
225,184499,10,23/11/2020,78608,9,3,3.6,BS360020794     
225,184508,10,23/11/2020,78612,8,3,25,010015474       
225,184509,10,23/11/2020,78613,0,3,25,010015696       
225,184511,10,10/11/2020,81377,15,3,0.29,BS290017404     
225,184515,10,17/11/2020,78718,6,3,15.6,010015814       
225,184517,10,25/11/2020,78503,2,3,4.325,KS290017869     
225,184523,10,25/11/2020,78501,9,3,3,BS400020403     
225,184524,10,25/11/2020,78502,2,3,5.25,KS230021025     
225,184524,20,23/11/2020,78616,4,3,4.2,KS230021026     
225,184502,10,24/11/2020,76792,5,3,3.15,02006845        
225,184531,20,23/11/2020,78614,5,3,5,KS550020869     
225,184532,10,25/11/2020,78505,4,3,5.25,KD420018931     
225,184527,10,20/11/2020,77529,2,3,11.16,KD480020647     
225,184548,10,23/11/2020,78610,10,3,1.25,050019747       
225,184563,10,23/11/2020,78613,9,3,2,KS440019258     
225,184554,10,19/11/2020,78861,1,3,1.067,KD480020841     
225,184557,10,12/11/2020,77454,3,3,10.244,KS320020005     
225,184565,10,25/11/2020,78500,8,3,9.225,KS290018430     
225,184568,10,17/11/2020,78726,2,3,12.575,040016002       
225,184569,10,25/11/2020,78506,2,3,24.75,040014702       
225,184569,10,26/11/2020,76883,0,3,27,040014702       
225,184569,10,26/11/2020,76883,4,3,27,040014702       
225,184569,10,26/11/2020,76888,3,3,12.285,040014702       
225,184572,10,13/11/2020,79852,3,3,3.3,KS320019887     
225,184572,10,19/11/2020,78861,7,3,5,KS320019887     
225,184572,10,23/11/2020,78611,3,3,1.6,KS320019887     
225,184572,10,23/11/2020,78611,8,3,6.6,KS320019887     
225,184572,10,27/11/2020,77462,0,3,6.6,KS320019887     
225,184573,10,19/11/2020,78861,8,3,23.7,KS320019887     
225,184574,10,23/11/2020,78611,13,3,10.375,KS320019887     
225,184575,10,19/11/2020,78861,9,3,2.6,KS320019887     
225,184576,10,20/11/2020,77534,4,3,0.825,KS320019887     
225,184578,10,13/11/2020,79852,4,3,3.3,KS320019801     
225,184578,10,23/11/2020,78610,1,3,8.3,KS320019801     
225,184578,10,23/11/2020,78610,3,3,21,KS320019801     
225,184578,10,23/11/2020,78611,4,3,2.225,KS320019801     
225,184578,10,23/11/2020,78611,9,3,9.425,KS320019801     
225,184578,10,23/11/2020,78615,8,3,0.8,KS320019801     
225,184578,10,27/11/2020,77459,4,3,4.1,KS320019801     
225,184578,10,27/11/2020,77462,1,3,6.6,KS320019801     
225,184579,10,19/11/2020,78861,10,3,2.55,KS320019833     
225,184580,10,18/11/2020,79336,13,3,1.225,KS320017039     
225,184581,10,24/11/2020,76794,2,3,1.05,KS320018774     
225,184582,10,17/11/2020,78726,0,3,1.25,KS320019907     
225,184582,10,17/11/2020,78726,1,3,4.675,KS320019907     
225,184582,10,19/11/2020,78863,11,3,9.625,KS320019907     
225,184582,10,23/11/2020,78612,0,3,10.975,KS320019907     
225,184583,10,18/11/2020,79336,14,3,1.8,KS260015958     
225,184603,10,13/11/2020,79858,2,3,1.35,KS320019831     
225,184584,10,20/11/2020,77534,0,3,1.5,KS320019854     
225,184584,10,23/11/2020,78608,3,3,8.675,KS320019854     
225,184586,10,24/11/2020,76794,3,3,0.675,240016339       
225,184586,10,26/11/2020,76884,5,3,0.324999999999999,240016339       
225,184587,10,19/11/2020,78861,11,3,2.75,KS290016243     
225,184588,10,23/11/2020,78614,3,3,1,030019134       
225,184588,20,23/11/2020,78611,5,3,1,030019132       
225,184589,10,19/11/2020,78861,12,3,1,KS320017219     
225,184609,10,19/11/2020,78861,13,3,1.8,030016124       
225,184609,20,25/11/2020,78506,9,3,2.725,030015908       
225,184609,40,23/11/2020,78611,7,3,1.85,030016180       
225,184590,10,19/11/2020,78860,2,3,5.675,KS320020683     
225,184591,10,19/11/2020,78863,12,3,0.3,KS320019838     
225,184595,10,20/11/2020,77534,5,3,0.75,020016741       
225,184596,10,27/11/2020,77462,2,3,0.3,KS320017618     
225,184597,10,23/11/2020,78611,6,3,0.3,KS260019886     
225,184598,10,23/11/2020,78612,1,3,1.075,030017879       
225,184599,10,25/11/2020,78500,0,3,6,KS320018276     
225,184600,10,23/11/2020,78612,2,3,3.9,060017358       
225,184612,10,23/11/2020,78610,11,3,1.15,BS320021084     
225,184612,20,23/11/2020,78610,12,3,1.15,BS320021085     
225,184604,10,26/11/2020,76888,12,3,0.525,030011425       
225,184610,10,27/11/2020,77460,0,3,1.7,KS320021088     
225,184611,10,27/11/2020,77460,1,3,1,KS400021087     
225,184626,10,26/11/2020,76884,2,3,0.51,KD420018928     
225,184645,10,20/11/2020,77533,2,3,5.925,210010638       
225,184645,20,24/11/2020,76795,7,3,4.325,210010637       
225,184645,30,26/11/2020,76889,7,3,0.616,030015136       
225,184647,10,26/11/2020,76889,0,3,8.85,KS320021091     
225,184647,20,24/11/2020,76794,4,3,9.025,KS320021092     
225,184639,10,24/11/2020,76794,10,3,2.2,KS320021050     
225,184634,10,27/11/2020,77458,5,3,2.875,KS290020197     
225,184644,10,24/11/2020,76791,3,3,1.5,KD480020240     
225,184664,10,27/11/2020,77459,14,3,1.03,KS320018995     
225,184660,10,20/11/2020,77531,4,3,2,BS400020690     
225,184666,10,25/11/2020,78501,13,3,2,KS320018801     
225,184666,20,26/11/2020,76884,8,3,2,KS400020581     
225,184666,30,25/11/2020,78501,14,3,2,KS320018780     
225,184666,40,25/11/2020,78501,15,3,2,KS320019778     
225,184666,50,25/11/2020,78501,16,3,2,KS320018782     
225,184702,10,26/11/2020,76884,9,3,2,KS320018802     
225,184662,10,26/11/2020,76885,1,3,2,KS320018401     
225,184669,10,26/11/2020,76885,2,3,1.5,KS440020956     
225,184672,10,26/11/2020,76885,5,3,6.6,030019487       
225,184703,10,25/11/2020,78502,5,3,5.094,KS400021094     
225,184703,20,25/11/2020,78502,6,3,5.35,KS400021095     
225,184703,30,28/11/2020,45873,7,3,5.5,KS400021093     
225,184675,10,23/11/2020,78613,7,3,18,030019843       
225,184675,10,24/11/2020,76796,7,3,15,030019843       
225,184675,10,24/11/2020,76796,8,3,6,030019843       
225,184675,10,25/11/2020,78500,1,3,7.125,030019843       
225,184675,10,26/11/2020,76884,6,3,16.875,030019843       
225,184675,10,27/11/2020,77459,5,3,3.75,030019843       
225,184675,10,27/11/2020,77462,3,3,2.5,030019843       
225,184675,10,27/11/2020,77462,4,3,13.125,030019843       
225,184676,10,25/11/2020,78506,10,3,6.325,KS290016140     
225,184693,10,26/11/2020,76889,2,3,5.9,060019844       
225,184677,10,20/11/2020,77530,2,3,1.15,KS320019887     
225,184677,10,23/11/2020,78615,10,3,2.2,KS320019887     
225,184677,10,27/11/2020,77459,6,3,5.625,KS320019887     
225,184678,10,23/11/2020,78616,0,3,2.825,KS320019907     
225,184694,10,23/11/2020,78616,2,3,1,KS320018774     
225,184680,10,26/11/2020,76889,1,3,1,060017358       
225,184679,10,23/11/2020,78616,1,3,3.375,KS320017357     
225,184679,10,24/11/2020,76794,5,3,0.25,KS320017357     
225,184696,10,26/11/2020,76889,3,3,0.3,030016019       
225,184696,20,25/11/2020,78504,1,3,2,030016441       
225,184681,10,25/11/2020,78500,2,3,0.3,020017634       
225,184682,10,24/11/2020,76794,6,3,0.3,KS320017533     
225,184751,10,26/11/2020,76885,3,3,1.896,KS290020294     
225,184759,10,25/11/2020,78503,6,3,7.275,KS260018161     
225,184743,10,25/11/2020,78503,5,3,2.55,KS320018162     
225,184760,10,23/11/2020,78615,3,3,8.1,KS360017821     
225,184801,10,25/11/2020,78505,3,3,7.5,KS360017821
