Compania,Orden,Posicion,FechaMov,Hora,Secuencia,TipoReg,Cantidad,Articulo
225,184090,10,06/11/2020,81038,15,3,15,030019843       
225,184090,10,06/11/2020,81038,16,3,5,030019843       
225,184090,10,09/11/2020,78394,0,3,10,030019843       
225,184090,10,09/11/2020,78397,3,3,15,030019843       
225,184090,10,09/11/2020,78397,6,3,15,030019843       
225,184090,10,10/11/2020,81376,10,3,13.125,030019843       
225,184090,10,10/11/2020,81377,3,3,14.8,030019843       
225,184114,10,25/11/2020,78501,10,3,0.07,19008449        
225,184114,20,25/11/2020,78501,11,3,0.09,19018449        
225,184114,30,19/11/2020,78862,4,3,0.5,09028449        
225,184099,10,03/11/2020,82880,1,3,0.425,KS290016187     
225,184101,10,19/11/2020,78861,5,3,0.6,030018773       
225,184102,10,03/11/2020,82880,2,3,0.7,KS320018208     
225,184107,10,03/11/2020,82890,8,3,0.475,KS320020084     
225,184126,10,03/11/2020,82885,11,3,2,KS440020802     
225,184160,10,25/11/2020,78501,8,3,7.875,KS290021042     
225,184160,20,13/11/2020,79854,4,3,15.425,KS290021042     
225,184129,10,04/11/2020,82021,6,3,0.525,KS400021047     
225,184130,10,12/11/2020,77454,4,3,3.9,KS230021008     
225,184116,10,17/11/2020,78732,7,3,3.175,KS360020309     
225,184116,20,17/11/2020,78732,8,3,3.175,110114964       
225,184116,30,24/11/2020,76794,11,3,2.05,KS360020306     
225,184116,40,24/11/2020,76795,0,3,2.05,020114961       
225,184116,50,18/11/2020,79339,0,3,1.1,KS360020311     
225,184116,60,11/11/2020,81879,0,3,3.175,KS320020313     
225,184118,10,17/11/2020,78725,0,3,3,KS320020241     
225,184135,10,04/11/2020,82029,6,3,0.39,KD480021048     
225,184136,10,17/11/2020,78725,1,3,3.425,KS320020353     
225,184121,10,13/11/2020,79857,1,3,2.2,KS360017826     
225,184122,10,12/11/2020,77456,2,3,2.35,KS360117938     
225,184122,20,12/11/2020,77456,3,3,2.35,KS360016024     
225,184137,10,05/11/2020,80127,12,3,3.075,KS260020013     
225,184138,10,13/11/2020,79856,1,3,5.3,BS290020129     
225,184139,10,04/11/2020,82021,4,3,2.75,KS320021050     
225,184151,10,10/11/2020,81378,0,3,0.46,KS260021049     
225,184142,10,10/11/2020,81380,3,3,0.515,03008674        
225,184133,20,05/11/2020,80127,3,3,6.5,060019890       
225,184152,10,19/11/2020,78859,3,3,3.435,BD420019464     
225,184152,10,26/11/2020,76883,3,3,8.4,BD420019464     
225,184152,10,26/11/2020,76884,1,3,5.16499999999999,BD420019464     
225,184148,10,26/11/2020,76884,0,3,2.155,BD420019464     
225,184145,10,05/11/2020,80125,7,3,12,BS290020846     
225,184145,10,05/11/2020,80128,1,3,4.1,BS290020846     
225,184149,10,20/11/2020,77532,9,3,1.175,KS320017936     
225,184149,10,20/11/2020,77533,0,3,0.0349999999999999,KS320017936     
225,184153,10,09/11/2020,78402,6,3,2.085,KS320019362     
225,184155,10,09/11/2020,78396,0,3,0.405,BS360021021     
225,184155,10,23/11/2020,78608,1,3,1.65,BS360021021     
225,184155,10,26/11/2020,76888,1,3,0.952,BS360021021     
225,184155,20,06/11/2020,81037,2,3,1.5,BS360021021     
225,184155,20,23/11/2020,78609,9,3,0.65,BS360021021     
225,184154,10,09/11/2020,78402,7,3,2.695,KS290019541     
225,184161,10,10/11/2020,81380,1,3,1.5,KS320018210     
225,184161,20,10/11/2020,81380,2,3,1.5,KS320118210     
225,184169,10,03/11/2020,82883,1,3,3.8,020012592       
225,184169,10,06/11/2020,81038,11,3,2,020012592       
225,184170,10,25/11/2020,78505,8,3,2,KS290020739     
225,184170,20,25/11/2020,78505,6,3,2,KS290020737     
225,184171,10,09/11/2020,78398,4,3,5.125,KS230018183     
225,184172,10,03/11/2020,82885,6,3,1.5,KD480020240     
225,184174,10,13/11/2020,79852,7,3,2,KS320019035     
225,184175,10,24/11/2020,76796,0,3,11,KS320019035     
225,184176,10,25/11/2020,78500,7,3,0.523,020012231       
225,184177,10,03/11/2020,82890,6,3,31.5,030019409       
225,184177,10,04/11/2020,82021,3,3,24.25,030019409       
225,184177,10,05/11/2020,80125,11,3,31.5,030019409       
225,184177,10,05/11/2020,80128,8,3,18,030019409       
225,184177,10,09/11/2020,78401,5,3,6.25,030019409       
225,184178,10,10/11/2020,81375,1,3,1,KS290017512     
225,184180,30,09/11/2020,78400,7,3,1.1,KS290018501     
225,184181,10,05/11/2020,80128,15,3,5.325,BS290019786     
225,184181,20,05/11/2020,80128,16,3,1,BS290019785     
225,184181,20,06/11/2020,81031,0,3,4.35,BS290019785     
225,184182,10,09/11/2020,78395,4,3,5.45,KS290018502     
225,184182,20,17/11/2020,78722,8,3,1.1,KS290019287     
225,184185,10,06/11/2020,81034,1,3,9.35,KS320019801     
225,184204,10,09/11/2020,78397,0,3,2.5,KS320019887     
225,184186,10,03/11/2020,82891,3,3,9.525,KS320019887     
225,184186,10,03/11/2020,82891,5,3,1.15,KS320019887     
225,184186,10,09/11/2020,78394,1,3,1.7,KS320019887     
225,184186,10,09/11/2020,78396,9,3,3.5,KS320019887     
225,184188,10,09/11/2020,78397,4,3,2.35,KS320019879     
225,184195,10,03/11/2020,82880,3,3,0.3,KS260017638     
225,184197,10,11/11/2020,81876,3,3,0.375,030015608       
225,184207,10,03/11/2020,82880,7,3,5.9,BS260017345     
225,184196,10,03/11/2020,82881,3,3,2.75,KS320017194     
225,184198,10,03/11/2020,82881,4,3,0.3,KS290017613     
225,184199,10,03/11/2020,82880,4,3,3,080016976       
225,184199,10,05/11/2020,80127,4,3,3.325,080016976       
225,184202,10,27/11/2020,77461,6,3,0.65,KS320017618     
225,184203,10,17/11/2020,78719,7,3,1.775,KS320020937     
225,184203,10,19/11/2020,78860,0,3,0.999999999999999,KS320020937     
225,184205,10,13/11/2020,79857,9,3,0.8,030016074       
225,184223,10,17/11/2020,78727,5,3,0.975,KS320020865     
225,184223,10,17/11/2020,78727,7,3,1.05,KS320020865     
225,184223,10,17/11/2020,78727,8,3,1.05,KS320020865     
225,184224,10,17/11/2020,78727,6,3,1.05,KS320020863     
225,184213,10,17/11/2020,78727,4,3,1.05,KS320020863     
225,184225,10,05/11/2020,80128,9,3,1.47,KD420020732     
225,184225,20,10/11/2020,81378,14,3,0.47,KD420020732     
225,184225,20,17/11/2020,78732,2,3,0.95,KD420020732     
225,184225,30,17/11/2020,78732,1,3,1.5,KD420020732     
225,184225,40,24/11/2020,76793,2,3,1.57,KD420020732     
225,184226,10,05/11/2020,80128,10,3,1.575,KS260020731     
225,184226,20,10/11/2020,81379,0,3,1.575,KS260020731     
225,184226,30,17/11/2020,78728,0,3,1.575,KS260020731     
225,184226,40,24/11/2020,76793,3,3,1.575,KS260020731     
225,184227,10,10/11/2020,81376,7,3,0.95,KS230021056     
225,184227,20,17/11/2020,78731,4,3,1.1,KS230021055     
225,184227,30,17/11/2020,78731,5,3,1,KS230021053     
225,184227,40,11/11/2020,81875,0,3,0.875,KS230021054     
225,184228,10,05/11/2020,80128,11,3,2.1,KS260020730     
225,184228,20,10/11/2020,81379,1,3,2.1,KS260020730     
225,184228,30,17/11/2020,78728,1,3,2.1,KS260020730     
225,184228,40,24/11/2020,76793,4,3,1.575,KS260020730     
225,184392,10,23/11/2020,78608,8,3,21.1,KS320020638     
225,184393,10,23/11/2020,78608,0,3,15.1,BS440019668     
225,184253,10,09/11/2020,78396,6,3,0.8,010018382       
225,184254,10,09/11/2020,78396,7,3,0.6,KS400018381     
225,184328,10,09/11/2020,78401,4,3,3.3,KS230021058     
225,184232,10,12/11/2020,77453,15,3,4.2,BS360018754     
225,184233,10,13/11/2020,79855,4,3,2.5,KS320020979     
225,184234,10,17/11/2020,78718,3,3,5.45,BS360020649     
225,184235,10,13/11/2020,79855,3,3,1.8,KS400019835     
225,184235,10,17/11/2020,78723,0,3,58.2,KS400019835     
225,184236,10,11/11/2020,81877,1,3,1,KS400019836     
225,184237,10,17/11/2020,78719,11,3,5.5,KS290018503     
225,184237,20,17/11/2020,78720,0,3,5,KS290018429     
225,184237,30,23/11/2020,78614,6,3,4.4,KS290018581     
225,184237,40,19/11/2020,78860,12,3,7.7,KS290018916     
225,184237,50,19/11/2020,78862,0,3,6.375,KS290018436     
225,184237,60,17/11/2020,78723,1,3,8.525,KS290018430     
225,184237,70,19/11/2020,78864,1,3,5.1,KS290018432     
225,184238,10,13/11/2020,79855,0,3,1.6,03009257        
225,184238,20,13/11/2020,79851,7,3,1.008,03008665        
225,184238,30,13/11/2020,79851,8,3,2.2,03008664        
225,184238,40,13/11/2020,79852,0,3,1.062,03008961        
225,184239,10,12/11/2020,77451,1,3,1.5,KS360020873     
225,184246,10,11/11/2020,81880,11,3,1.037,KS290017720     
225,184255,10,23/11/2020,78609,14,3,2.125,030014637       
225,184247,10,23/11/2020,78610,9,3,2.4,KD420016715     
225,184247,10,23/11/2020,78613,8,3,3,KD420016715     
225,184247,10,23/11/2020,78616,3,3,0.83,KD420016715     
225,184257,10,09/11/2020,78398,0,3,2.1,KS320018301     
225,184257,20,17/11/2020,78731,3,3,2.1,KS320018301     
225,184257,30,23/11/2020,78614,1,3,4,KS320018301     
225,184258,10,23/11/2020,78615,4,3,2.2,KD480021061     
225,184240,10,13/11/2020,79856,4,3,1,BS360021067     
225,184241,10,12/11/2020,77453,10,3,10.48,KS360021062     
225,184242,10,20/11/2020,77532,1,3,9,KS400021063     
225,184242,10,20/11/2020,77532,10,3,1.2,KS400021063     
225,184243,10,11/11/2020,81877,0,3,2.4,BS320021066     
225,184259,10,19/11/2020,78862,6,3,8.25,010019745       
225,184260,10,19/11/2020,78862,7,3,15.75,KS230020423     
225,184261,10,18/11/2020,79338,10,3,2.625,KS440019872     
225,184262,10,17/11/2020,78726,4,3,5.04,KD420018931     
225,184262,10,17/11/2020,78727,0,3,5.04,KD420018931     
225,184263,10,17/11/2020,78732,0,3,5.25,KS230019308     
225,184264,10,17/11/2020,78731,10,3,2.525,KS260019590     
225,184265,10,17/11/2020,78731,8,3,2,KD420019933     
225,184265,20,17/11/2020,78731,9,3,2,KS230119933     
225,184267,10,17/11/2020,78723,5,3,19.875,KS230019818     
225,184250,10,19/11/2020,78863,6,3,5.225,KS230019457     
225,184333,10,13/11/2020,79853,6,3,2,BS320021065     
225,184333,20,13/11/2020,79853,7,3,2,KS400016206     
225,184334,10,17/11/2020,78720,2,3,3.125,BS360021064     
225,184251,10,12/11/2020,77452,0,3,4.08,KS290020206     
225,184252,10,09/11/2020,78403,3,3,2.4,KS360020829     
225,184269,10,18/11/2020,79336,5,3,4.35,KS320016978     
225,184269,10,18/11/2020,79336,6,3,1,KS320016978     
225,184270,10,13/11/2020,79855,5,3,3.737,KS320016979     
225,184272,10,09/11/2020,78398,3,3,2.625,KS400017970     
225,184273,10,18/11/2020,79337,2,3,1.5,KS400020401     
225,184354,10,17/11/2020,78731,1,3,4,010021057       
225,184355,10,17/11/2020,78731,2,3,3.2,010021057       
225,184365,10,25/11/2020,78506,1,3,0.66,KS320021068     
225,184278,10,26/11/2020,76887,2,3,1,KS260021019     
225,184335,10,18/11/2020,79337,5,3,3,KS260019813     
225,184337,10,18/11/2020,79337,6,3,3.07,KS260019368     
225,184279,10,18/11/2020,79336,9,3,3,BS400020403     
225,184338,10,18/11/2020,79335,14,3,4.48,010018760       
225,184338,10,18/11/2020,79337,4,3,5.12,010018760       
225,184338,10,18/11/2020,79338,4,3,0.399999999999999,010018760       
225,184657,30,28/11/2020,45873,4,3,1.025,KS320016708     
225,184298,10,23/11/2020,78609,15,3,2.025,120013044       
225,184299,10,17/11/2020,78721,0,3,2.1,KS320019264     
225,184302,10,10/11/2020,81375,0,3,1.62,KD420019412     
225,184302,20,17/11/2020,78726,3,3,0.33,KD420019412     
225,184313,10,23/11/2020,78609,17,3,2,KS360019341     
225,184314,10,27/11/2020,77459,21,3,4.2,KS320020511     
225,184395,10,24/11/2020,76793,5,3,1.75,KS230018905     
225,184395,20,20/11/2020,77530,5,3,1.75,KS230018906     
225,184315,10,10/11/2020,81379,5,3,4.4,KS360020549     
225,184318,10,23/11/2020,78610,0,3,2.75,010019689       
225,184341,10,26/11/2020,76885,0,3,16.95,BS400019410     
225,184341,10,26/11/2020,76888,14,3,8.05,BS400019410     
225,184339,10,27/11/2020,77460,16,3,18.75,BS400019637     
225,184322,10,18/11/2020,79335,4,3,4.4,050017777       
225,184322,10,18/11/2020,79337,9,3,1.1,050017777       
225,184322,20,18/11/2020,79337,10,3,1.56,KS400018135     
225,184447,10,25/11/2020,78500,5,3,7.5,KS400020986     
225,184448,10,25/11/2020,78500,6,3,7.5,KS400020986     
225,184347,10,19/11/2020,78863,0,3,7,KS260021069     
225,184348,10,13/11/2020,79856,2,3,4.2,KS290021070     
225,184305,10,13/11/2020,79857,0,3,4.921,BS360020920     
225,184356,10,18/11/2020,79336,10,3,4,KS260020092     
225,184356,10,18/11/2020,79339,4,3,5,KS260020092     
225,184356,10,18/11/2020,79339,7,3,1,KS260020092     
225,184281,10,09/11/2020,78400,4,3,15,KS320019801     
225,184281,10,09/11/2020,78401,8,3,16.45,KS320019801     
225,184281,10,17/11/2020,78725,6,3,3.625,KS320019801     
225,184281,10,23/11/2020,78610,2,3,3.7,KS320019801     
225,184281,10,23/11/2020,78611,10,3,2.425,KS320019801     
225,184280,10,03/11/2020,82891,4,3,1.275,KS320019887     
225,184280,10,09/11/2020,78397,1,3,11.5,KS320019887     
225,184280,10,09/11/2020,78397,2,3,1.5,KS320019887     
225,184280,10,10/11/2020,81378,2,3,0.775,KS320019887     
225,184280,10,11/11/2020,81880,6,3,0.95,KS320019887     
225,184280,10,11/11/2020,81880,10,3,3.5,KS320019887     
225,184280,10,13/11/2020,79858,0,3,10,KS320019887     
225,184280,10,13/11/2020,79858,3,3,1.375,KS320019887     
225,184280,10,18/11/2020,79336,11,3,8.85,KS320019887     
225,184280,10,18/11/2020,79337,0,3,3.5,KS320019887     
225,184280,10,20/11/2020,77534,2,3,3.5,KS320019887     
225,184280,10,27/11/2020,77459,3,3,1.975,KS320019887     
225,184283,10,10/11/2020,81376,11,3,5.6,080016976       
225,184283,10,10/11/2020,81378,3,3,1.55,080016976       
225,184283,10,11/11/2020,81876,4,3,0.0249999999999992,080016976       
225,184295,10,03/11/2020,82880,5,3,1,KS320020937     
225,184297,10,23/11/2020,78609,10,3,15.5,KS440019378     
225,184472,10,27/11/2020,77461,2,3,2,KS320021073     
225,184284,10,03/11/2020,82891,0,3,0.375,KS320020847     
225,184285,10,06/11/2020,81032,1,3,0.625,020019208       
225,184286,10,05/11/2020,80127,5,3,2.75,030018773       
225,184287,10,10/11/2020,81378,4,3,0.3,020018338       
225,184288,10,06/11/2020,81032,2,3,7.5,220016026       
225,184288,10,06/11/2020,81034,2,3,6.425,220016026       
225,184289,10,11/11/2020,81876,5,3,0.3,KS320017204     
225,184290,10,09/11/2020,78394,2,3,0.45,KS260016769     
225,184291,10,09/11/2020,78400,5,3,3.925,030016151       
225,184292,10,09/11/2020,78397,5,3,1.225,KS320016631     
225,184294,10,11/11/2020,81880,7,3,0.3,KS320020061     
225,184282,10,05/11/2020,80125,8,3,1.8,KS260016047     
225,184449,10,26/11/2020,76888,9,3,0.51,03008661        
225,184352,10,19/11/2020,78860,4,3,3.175,KS290018855     
225,184370,10,17/11/2020,78723,3,3,5.25,KS440019639     
225,184396,10,26/11/2020,76888,4,3,5.25,KS440019872     
225,184398,10,23/11/2020,78615,0,3,5.25,KS440020373     
225,184399,10,23/11/2020,78615,1,3,2.625,KS320019616     
225,184400,10,17/11/2020,78726,5,3,4.1,KD420019615     
225,184400,10,26/11/2020,76888,5,3,1.9,KD420019615     
225,184400,10,26/11/2020,76888,7,3,4.5,KD420019615     
225,184400,20,23/11/2020,78613,3,3,4.5,KD420019615     
225,184402,10,23/11/2020,78613,4,3,6.3,KS290020915     
225,184406,10,26/11/2020,76888,6,3,5.25,KS440020356     
225,184306,10,04/11/2020,82022,0,3,1.65,KS360020082     
225,184306,20,04/11/2020,82022,1,3,2.65,KS360020082     
225,184484,10,24/11/2020,76790,0,3,1,KS230019070     
225,184371,10,24/11/2020,76795,9,3,5.65,010017630       
225,184371,20,24/11/2020,76795,10,3,2.525,010017153       
225,184368,10,25/11/2020,78502,0,3,2.1,KS230019130     
225,184307,10,19/11/2020,78863,7,3,1.2,BS360018722     
225,184308,10,23/11/2020,78609,0,3,1.5,BS360020458     
225,184309,10,26/11/2020,76885,6,3,3.45,KS440020944     
225,184310,10,23/11/2020,78608,10,3,3.15,BS400018294     
225,184353,10,25/11/2020,78500,9,3,1.1,KS610017540     
225,184353,20,25/11/2020,78500,10,3,1.7,KS710016235     
225,184353,20,25/11/2020,78506,0,3,1.75,KS710016235     
225,184353,20,26/11/2020,76883,1,3,2.71,KS710016235     
225,184353,30,26/11/2020,76885,4,3,2.959,KS710016405     
225,184353,40,24/11/2020,76796,6,3,1.125,KS710019007     
225,184359,10,09/11/2020,78395,2,3,1.075,KS320017677     
225,184359,20,09/11/2020,78395,0,3,0.3,KS320017668     
225,184359,20,09/11/2020,78395,3,3,1,KS320017668     
225,184351,10,18/11/2020,79338,2,3,2.08,KS440116777     
225,184351,20,18/11/2020,79338,3,3,2.08,KS320016777     
225,184362,10,10/11/2020,81379,8,3,3.8,KS260020706     
225,184363,10,10/11/2020,81375,2,3,11,KS260018699     
225,184390,10,10/11/2020,81380,0,3,4.5,KS260018698     
225,184390,10,11/11/2020,81874,2,3,10.5,KS260018698     
225,184390,10,11/11/2020,81878,12,3,10.5,KS260018698     
225,184390,10,11/11/2020,81879,5,3,2.918,KS260018698     
225,184364,10,11/11/2020,81879,4,3,2.5,KS260020678     
225,184381,10,24/11/2020,76791,2,3,5,KS320020424     
225,184382,10,25/11/2020,78502,7,3,4.3,KS290020298     
225,184383,10,25/11/2020,78503,0,3,3.175,BS290018937     
225,184385,10,19/11/2020,78863,1,3,4.325,KS290021070     
225,184386,10,25/11/2020,78503,1,3,3.3,KS260020013     
225,184387,10,19/11/2020,78863,2,3,2.835,KD420020911     
225,184388,10,18/11/2020,79338,5,3,4.72,010018760       
225,184388,10,18/11/2020,79338,6,3,3.2,010018760       
225,184388,10,18/11/2020,79339,6,3,2.82,010018760       
225,184388,20,17/11/2020,78724,4,3,3.2,010019485       
225,184388,20,17/11/2020,78725,4,3,1.79999999999999,010019485       
225,184485,10,17/11/2020,78723,6,3,3.25,KS230017706     
225,184367,10,12/11/2020,77453,16,3,6.6,KS400020764     
225,184391,10,12/11/2020,77455,6,3,5,KS260018241     
225,184358,10,17/11/2020,78728,7,3,12.025,KS360020590     
225,184358,10,17/11/2020,78729,10,3,10.5,KS360020590     
225,184358,10,20/11/2020,77532,7,3,12.25,KS360020590     
225,184358,10,23/11/2020,78608,4,3,8.75,KS360020590     
225,184358,10,23/11/2020,78610,5,3,10.5,KS360020590     
225,184358,20,06/11/2020,81031,3,3,10.875,KS320020614     
225,184358,30,17/11/2020,78718,1,3,7,KS360020615     
225,184358,50,10/11/2020,81378,11,3,3.6,040110551       
225,184358,50,11/11/2020,81873,0,3,4.075,040110551       
225,184358,60,05/11/2020,80126,1,3,11.25,KS360020588     
225,184358,60,09/11/2020,78393,0,3,3.65,KS360020588     
225,184358,60,09/11/2020,78399,2,3,11.25,KS360020588     
225,184358,60,09/11/2020,78400,0,3,11.25,KS360020588     
225,184358,60,09/11/2020,78400,8,3,4.5,KS360020588     
225,184358,60,09/11/2020,78401,6,3,9,KS360020588     
225,184358,60,12/11/2020,77455,4,3,4.95,KS360020588     
225,184358,60,18/11/2020,79335,0,3,9,KS360020588     
225,184358,60,18/11/2020,79335,12,3,6.75,KS360020588     
225,184358,60,18/11/2020,79338,0,3,6.75,KS360020588     
225,184358,60,19/11/2020,78859,0,3,4.5,KS360020588     
225,184358,60,19/11/2020,78862,1,3,18,KS360020588     
225,184358,60,19/11/2020,78864,3,3,17.55,KS360020588     
225,184358,60,20/11/2020,77532,8,3,4.5,KS360020588     
225,184358,60,23/11/2020,78614,4,3,10.5,KS360020588     
225,184358,60,24/11/2020,76792,3,3,4.5,KS360020588     
225,184358,60,24/11/2020,76795,3,3,2.25,KS360020588     
225,184358,60,26/11/2020,76886,0,3,6.75,KS360020588     
225,184358,60,26/11/2020,76888,2,3,9,KS360020588     
225,184358,60,26/11/2020,76889,5,3,6.75,KS360020588     
225,184358,60,27/11/2020,77460,2,3,18,KS360020588     
225,184358,60,27/11/2020,77460,8,3,6.75,KS360020588     
225,184358,60,27/11/2020,77461,0,3,13.5,KS360020588     
225,184358,60,28/11/2020,45872,6,3,9,KS360020588     
225,184358,70,09/11/2020,78393,2,3,24,KS320020593     
225,184358,70,09/11/2020,78399,3,3,6,KS320020593     
225,184358,70,10/11/2020,81377,9,3,7.675,KS320020593     
225,184358,70,12/11/2020,77453,0,3,10,KS320020593     
225,184358,70,13/11/2020,79854,5,3,2,KS320020593     
225,184358,70,18/11/2020,79335,1,3,2,KS320020593     
225,184358,70,23/11/2020,78610,6,3,6,KS320020593     
225,184358,70,27/11/2020,77460,12,3,6,KS320020593     
225,184358,70,28/11/2020,45873,5,3,6,KS320020593     
225,184358,80,12/11/2020,77455,5,3,5.25,KS360020591     
225,184358,80,19/11/2020,78860,5,3,3.5,KS360020591     
225,184358,80,19/11/2020,78862,14,3,2.2,KS360020591     
225,184358,80,24/11/2020,76795,4,3,3.5,KS360020591     
225,184358,80,25/11/2020,78500,3,3,14,KS360020591     
225,184358,80,25/11/2020,78501,18,3,12.25,KS360020591     
225,184358,80,25/11/2020,78506,3,3,3.275,KS360020591     
225,184358,90,03/11/2020,82888,7,3,13.568,KS360020589     
225,184358,90,06/11/2020,81034,0,3,3,KS360020589     
225,184358,90,06/11/2020,81034,4,3,16.5,KS360020589     
225,184358,90,06/11/2020,81038,7,3,18,KS360020589     
225,184358,90,06/11/2020,81038,13,3,21,KS360020589     
225,184358,90,09/11/2020,78393,1,3,15,KS360020589     
225,184358,90,11/11/2020,81880,14,3,15,KS360020589     
225,184358,90,12/11/2020,77451,6,3,9,KS360020589     
225,184358,90,12/11/2020,77453,1,3,1.5,KS360020589     
225,184358,90,12/11/2020,77453,11,3,7.5,KS360020589     
225,184358,90,17/11/2020,78724,0,3,18,KS360020589     
225,184358,90,17/11/2020,78724,3,3,7.5,KS360020589     
225,184358,90,17/11/2020,78728,8,3,4.5,KS360020589     
225,184358,90,17/11/2020,78729,11,3,6,KS360020589     
225,184358,90,17/11/2020,78730,8,3,4.5,KS360020589     
225,184358,90,24/11/2020,76791,4,3,18,KS360020589     
225,184358,90,24/11/2020,76792,0,3,18,KS360020589     
225,184358,90,24/11/2020,76795,5,3,4.725,KS360020589     
225,184358,90,25/11/2020,78500,4,3,4.5,KS360020589     
225,184358,90,25/11/2020,78502,4,3,1.5,KS360020589     
225,184358,90,25/11/2020,78503,3,3,1.5,KS360020589     
225,184358,90,25/11/2020,78506,4,3,10.175,KS360020589     
225,184358,90,27/11/2020,77460,9,3,13.5,KS360020589     
225,184358,90,27/11/2020,77460,13,3,7.5,KS360020589     
225,184358,90,27/11/2020,77461,1,3,9,KS360020589     
225,184358,90,27/11/2020,77461,5,3,15,KS360020589     
225,184358,90,28/11/2020,45872,7,3,12,KS360020589     
225,184358,100,06/11/2020,81031,1,3,11,KS360020592     
225,184358,100,06/11/2020,81031,4,3,9,KS360020592     
225,184358,100,06/11/2020,81032,3,3,10,KS360020592     
225,184358,100,12/11/2020,77456,4,3,16.5,KS360020592     
225,184358,100,13/11/2020,79853,0,3,21,KS360020592     
225,184358,100,13/11/2020,79853,1,3,18,KS360020592     
225,184358,100,13/11/2020,79854,6,3,7.5,KS360020592     
225,184358,100,18/11/2020,79335,2,3,1.5,KS360020592     
225,184358,100,18/11/2020,79335,13,3,10.5,KS360020592     
225,184358,100,18/11/2020,79337,3,3,18,KS360020592     
225,184358,100,18/11/2020,79338,1,3,13.5,KS360020592     
225,184358,100,19/11/2020,78862,15,3,6,KS360020592     
225,184358,100,23/11/2020,78615,2,3,9,KS360020592     
225,184358,100,24/11/2020,76792,4,3,18,KS360020592     
225,184358,100,27/11/2020,77460,14,3,0.925,KS360020592     
225,184358,110,04/11/2020,82021,2,3,15,KS320020594     
225,184358,110,04/11/2020,82021,10,3,15,KS320020594     
225,184358,110,04/11/2020,82022,3,3,15,KS320020594     
225,184358,110,04/11/2020,82025,7,3,14.82,KS320020594     
225,184358,110,05/11/2020,80126,2,3,5,KS320020594     
225,184358,110,10/11/2020,81375,8,3,12.5,KS320020594     
225,184358,110,17/11/2020,78717,5,3,15,KS320020594     
225,184358,110,17/11/2020,78718,2,3,10,KS320020594     
225,184358,110,17/11/2020,78718,5,3,15,KS320020594     
225,184358,110,17/11/2020,78718,10,3,9.025,KS320020594     
225,184358,110,19/11/2020,78860,6,3,3.75,KS320020594     
225,184358,110,19/11/2020,78861,3,3,2.5,KS320020594     
225,184358,110,19/11/2020,78862,2,3,2.5,KS320020594     
225,184358,110,19/11/2020,78862,16,3,2.5,KS320020594     
225,184358,110,19/11/2020,78864,4,3,2.5,KS320020594     
225,184358,110,20/11/2020,77533,1,3,10,KS320020594     
225,184358,110,26/11/2020,76889,6,3,5,KS320020594     
225,184358,110,27/11/2020,77458,6,3,15,KS320020594     
225,184358,110,27/11/2020,77459,1,3,15,KS320020594     
225,184358,110,27/11/2020,77460,3,3,5,KS320020594     
225,184358,110,27/11/2020,77460,15,3,2.898,KS320020594     
225,184358,120,03/11/2020,82888,8,3,0.35,KS320020595     
225,184358,120,18/11/2020,79335,3,3,4,KS320020595     
225,184358,120,23/11/2020,78608,5,3,5,KS320020595     
225,184358,130,03/11/2020,82888,9,3,3,KS360020617     
225,184358,130,06/11/2020,81031,2,3,6,KS360020617     
225,184358,130,06/11/2020,81032,4,3,5,KS360020617     
225,184358,130,12/11/2020,77451,3,3,14.65,KS360020617     
225,184358,130,19/11/2020,78861,4,3,12,KS360020617     
225,184358,130,19/11/2020,78862,17,3,6,KS360020617     
225,184358,130,19/11/2020,78864,5,3,2.1,KS360020617     
225,184358,130,24/11/2020,76795,6,3,2.7,KS360020617     
225,184358,130,26/11/2020,76887,0,3,13.5,KS360020617     
225,184358,130,28/11/2020,45873,6,3,8.425,KS360020617     
225,184358,140,12/11/2020,77451,4,3,5,KS320020661     
225,184358,140,12/11/2020,77453,2,3,1.25,KS320020661     
225,184358,140,12/11/2020,77453,12,3,4.8,KS320020661     
225,184358,140,19/11/2020,78859,1,3,10,KS320020661     
225,184358,140,19/11/2020,78860,7,3,5.7,KS320020661     
225,184358,150,10/11/2020,81378,12,3,3.6,040010551       
225,184358,150,11/11/2020,81874,0,3,4.075,040010551       
225,184358,160,10/11/2020,81378,13,3,21.6,030210551       
225,184358,160,11/11/2020,81874,1,3,24.45,030210551       
225,184360,10,05/11/2020,80127,6,3,54.45,KS360020588     
225,184360,10,05/11/2020,80128,12,3,2.475,KS360020588     
225,184360,10,09/11/2020,78398,9,3,9.9,KS360020588     
225,184360,10,10/11/2020,81376,2,3,4.95,KS360020588     
225,184360,10,11/11/2020,81876,11,3,4.95,KS360020588     
225,184360,10,12/11/2020,77453,7,3,7.425,KS360020588     
225,184360,10,12/11/2020,77456,9,3,8,KS360020588     
225,184360,10,20/11/2020,77530,6,3,9.9,KS360020588     
225,184360,10,20/11/2020,77532,3,3,12.375,KS360020588     
225,184360,10,23/11/2020,78609,1,3,4.575,KS360020588     
225,184360,10,23/11/2020,78615,5,3,14.85,KS360020588     
225,184360,10,24/11/2020,76792,1,3,37.125,KS360020588     
225,184360,10,24/11/2020,76793,6,3,14.85,KS360020588     
225,184360,10,24/11/2020,76796,1,3,14.85,KS360020588     
225,184360,10,25/11/2020,78504,2,3,12.375,KS360020588     
