Compania,ListaPrecios,Articulo,NivelDscto,CantOImp,Precio,Descuento,ImpDesc,FechaInicio,FechaCaducidad
225,017,020010531       ,1,99999999,1890,0,0,16/11/2011,09/04/2013
225,014,030014814       ,1,99999999.9999,15592,0,0,01/03/2012,17/02/2021
225,014,010114814       ,1,99999999.9999,382,0,0,01/03/2012,17/02/2021
225,014,010214814       ,1,99999999.9999,490,0,0,01/03/2012,17/02/2021
225,014,24P553B         ,1,99999999.9999,2497,0,0,01/03/2012,17/02/2021
225,014,020014815       ,1,99999999.9999,3958,0,0,01/03/2012,17/02/2021
225,014,010014817       ,1,99999999,10889,0,0,01/03/2012,17/02/2021
225,014,320014207       ,1,99999999,15626,0,0,24/01/2012,17/02/2021
225,014,020014816       ,1,99999999,1935,0,0,02/03/2012,28/05/2016
225,017,040010532       ,1,99999999,3452,0,0,16/11/2011,19/05/2016
225,014,130014649       ,1,99999999,9561,0,0,25/06/2011,21/01/2015
225,014,130114649       ,1,99999999,10310,0,0,25/06/2011,21/01/2015
225,017,02000005        ,1,99999999,2693,0,0,16/11/2011,09/04/2013
225,014,250014819       ,1,99999999,10502,0,0,07/03/2012,17/02/2021
225,014,020014820       ,1,99999999,2428,0,0,08/03/2012,17/02/2021
225,014,010014821       ,1,99999999,7582,0,0,09/03/2012,17/02/2021
225,014,050014822       ,1,99999999,7324,0,0,09/03/2012,16/01/2013
225,014,320014818       ,1,99999999,8367,0,0,13/03/2012,18/12/2012
225,014,010114818       ,1,99999999,509,0,0,13/03/2012,18/12/2012
225,014,010214818       ,1,99999999,378,0,0,13/03/2012,18/12/2012
225,014,24C680F         ,1,99999999,3050,0,0,13/03/2012,17/02/2021
225,014,07680F          ,1,99999999,1217.04,0,0,13/03/2012,17/02/2021
225,014,210014824       ,1,99999999,3331,0,0,14/03/2012,17/02/2021
225,014,010114824       ,1,99999999,265,0,0,14/03/2012,17/02/2021
225,014,010014823       ,1,99999999,3594,0,0,15/03/2012,17/02/2021
225,014,07779           ,1,99999999,1024.85,0,0,15/03/2012,17/02/2021
225,014,020014825       ,1,99999999,3120,0,0,20/03/2012,17/02/2021
225,014,030012598       ,1,99999999,45668,0,0,07/03/2012,15/12/2013
225,017,020010529       ,1,99999999,1657,0,0,16/11/2011,09/04/2013
225,014,02005255        ,1,99999999,4733,0,0,30/07/2010,06/04/2016
225,014,030012295       ,1,99999999,8102,0,0,24/05/2010,27/05/2015
225,014,030014827       ,1,99999999,2645,0,0,28/03/2012,17/02/2021
225,014,140014826       ,1,99999999,11773,0,0,28/03/2012,17/02/2021
225,014,01107820518     ,1,99999999,12000,0,0,26/03/2012,17/02/2021
225,014,090114828       ,1,99999999,65114,0,0,26/03/2012,15/04/2015
225,014,060014828       ,1,99999999,66843,0,0,26/03/2012,15/04/2015
225,014,0711006B        ,1,99999999,143.32,0,0,28/03/2012,17/02/2021
225,014,0711006C        ,1,99999999,503.22,0,0,28/03/2012,17/02/2021
225,014,24P11006A       ,1,99999999,1568,0,0,28/03/2012,17/02/2021
225,014,13009539        ,1,99999999,17730,0,0,28/03/2012,03/09/2013
225,014,13019539        ,1,99999999,16374,0,0,28/03/2012,03/09/2013
225,017,040014829       ,1,99999999,5376,0,0,29/03/2012,17/02/2021
225,014,090013727       ,1,99999999,7762,0,0,10/02/2012,28/03/2012
225,014,140014547       ,1,99999999,15514,0,0,29/03/2012,11/11/2012
225,014,020014629       ,1,99999999,3567.99,0,0,30/03/2012,30/03/2012
225,014,020014836       ,1,99999999,4585,0,0,17/04/2012,17/02/2021
225,014,250014645       ,1,99999999,5371.53,0,0,30/03/2012,30/03/2012
225,014,020013831       ,1,99999999,1574.04,0,0,30/03/2012,28/09/2012
225,014,030013277       ,1,99999999,3772.06,0,0,30/03/2012,30/03/2012
225,014,030014653       ,1,99999999,3586.35,0,0,30/03/2012,30/03/2012
225,014,020011560       ,1,99999999,858.58,0,0,30/03/2012,30/03/2012
225,014,150013392       ,1,99999999,28450.82,0,0,30/03/2012,30/03/2012
225,014,050113640       ,1,99999999,118.18,0,0,30/03/2012,30/03/2012
225,014,020013202       ,1,99999999,1162.5,0,0,30/03/2012,30/03/2012
225,014,010114409       ,1,99999999,414.34,0,0,30/03/2012,30/03/2012
225,014,010214409       ,1,99999999,273.81,0,0,30/03/2012,30/03/2012
225,014,320014409       ,1,99999999,5119.05,0,0,30/03/2012,30/03/2012
225,014,010214470       ,1,99999999,265.31,0,0,30/03/2012,30/03/2012
225,014,010114470       ,1,99999999,165.82,0,0,30/03/2012,30/03/2012
225,014,320014470       ,1,99999999,2918.37,0,0,30/03/2012,30/03/2012
225,014,050013963       ,1,99999999,6263.64,0,0,30/03/2012,30/03/2012
225,014,110014830       ,1,99999999,22293,0,0,30/03/2012,30/01/2013
225,014,110014831       ,1,99999999,23501,0,0,30/03/2012,12/09/2013
225,014,110214830       ,1,99999999,3177,0,0,30/03/2012,30/01/2013
225,014,110114830       ,1,99999999,1625,0,0,30/03/2012,30/01/2013
225,014,110214831       ,1,99999999,3562,0,0,30/03/2012,12/09/2013
225,014,110114831       ,1,99999999,1822,0,0,30/03/2012,12/09/2013
225,014,05003823        ,1,99999999,2261.96,0,0,30/03/2012,30/03/2012
225,014,07781           ,1,99999999,1531.34,0,0,03/04/2012,17/02/2021
225,014,07781A          ,1,99999999,1520.15,0,0,03/04/2012,17/02/2021
225,014,030014832       ,1,99999999,4110,0,0,03/04/2012,05/12/2012
225,014,070013744       ,1,99999999,14486,0,0,27/03/2012,17/02/2021
225,014,090013727       ,1,99999999,7979,0,0,29/03/2012,17/02/2021
225,014,020012592       ,1,99999999,6743,0,0,21/02/2012,28/12/2012
225,014,150014835       ,1,99999999,47920,0,0,17/04/2012,18/10/2012
225,014,020014834       ,1,99999999,4733,0,0,17/04/2012,01/09/2015
225,014,24009997        ,1,99999999,7595,0,0,06/09/2011,03/09/2013
225,014,05019997        ,1,99999999,5705,0,0,06/09/2011,03/09/2013
225,014,240014833       ,1,99999999,11321,0,0,17/04/2012,17/02/2021
225,014,24P8034D        ,1,99999999,2160,0,0,20/04/2012,17/02/2021
225,014,078034A         ,1,99999999,7758.33,0,0,20/04/2012,17/02/2021
225,014,010014842       ,1,99999999,12146,0,0,20/04/2012,17/02/2021
225,014,020014839       ,1,99999999,5056,0,0,20/04/2012,17/02/2021
225,014,010114839       ,1,99999999,327,0,0,20/04/2012,17/02/2021
225,014,010214839       ,1,99999999,260,0,0,20/04/2012,17/02/2021
225,019,01040005        ,1,99999999,1.8,0,0,18/04/2012,14/02/2016
225,014,030014838       ,1,99999999,5442,0,0,19/04/2012,29/01/2014
225,014,030014837       ,1,99999999,9166,0,0,19/04/2012,28/05/2012
225,014,030013641       ,1,99999999,3034,0,0,20/04/2012,17/02/2021
225,014,220014840       ,1,99999999,7114,0,0,21/04/2012,14/10/2013
225,014,220014841       ,1,99999999,10615,0,0,21/04/2012,18/06/2013
225,014,24C3013D        ,1,99999999,5024.6,0,0,21/04/2012,17/02/2021
225,014,230014843       ,1,99999999,38351,0,0,23/04/2012,17/02/2021
225,014,040010459       ,1,99999999,3510,0,0,18/03/2012,12/12/2012
225,014,030014844       ,1,99999999,3700,0,0,23/04/2012,17/02/2021
225,014,050012393       ,1,99999999,6748,0,0,04/04/2012,17/02/2021
225,014,24P641B         ,1,99999999,2180,0,0,03/02/2012,17/02/2021
225,014,210014846       ,1,99999999,3743,0,0,26/04/2012,17/02/2021
225,014,020114846       ,1,99999999,3048,0,0,26/04/2012,17/02/2021
225,014,210114846       ,1,99999999,6791,0,0,26/04/2012,09/12/2013
225,014,24P15009B       ,1,99999999,1500,0,0,26/04/2012,17/02/2021
225,014,140012812       ,1,99999999,6614,0,0,21/04/2012,25/11/2012
225,014,13009641        ,1,99999999,16241,0,0,21/04/2012,17/02/2021
225,014,060014845       ,1,99999999,21097,0,0,26/04/2012,27/10/2013
225,014,24P782          ,1,99999999,5435,0,0,28/04/2012,17/02/2021
225,014,07782           ,1,99999999,2433.21,0,0,28/04/2012,17/02/2021
225,014,020012883       ,1,99999999,2091,0,0,24/05/2010,17/02/2021
225,014,220014850       ,1,99999999,3493,0,0,30/04/2012,17/02/2021
225,014,020014849       ,1,99999999,1848,0,0,30/04/2012,27/05/2015
225,014,230014847       ,1,99999999,2418,0,0,23/04/2012,04/12/2012
225,014,040214847       ,1,99999999,295,0,0,23/04/2012,17/02/2021
225,014,040314847       ,1,99999999,143,0,0,23/04/2012,04/12/2012
225,014,040114847       ,1,99999999,3549,0,0,23/04/2012,04/12/2012
225,014,020014848       ,1,99999999,5819,0,0,04/05/2012,17/02/2021
225,014,140011478       ,1,99999999,12639,0,0,31/05/2012,25/11/2012
225,014,310014851       ,1,99999999,9280,0,0,09/05/2012,17/02/2021
225,014,01006118        ,1,99999999,5200,0,0,10/04/2012,17/02/2021
225,014,020014853       ,1,99999999,1486,0,0,10/05/2012,17/02/2021
225,014,030014854       ,1,99999999,1570,0,0,10/05/2012,17/02/2021
225,014,020014852       ,1,99999999,3951,0,0,10/05/2012,17/02/2021
225,014,020012424       ,1,99999999,5024,0,0,27/06/2011,17/02/2021
225,014,040012436       ,1,99999999,4300,0,0,10/05/2012,12/12/2012
225,014,030014855       ,1,99999999,37799,0,0,16/05/2012,17/02/2021
225,014,24C553B         ,1,99999999,9485,0,0,16/05/2012,17/02/2021
225,014,030011425       ,1,99999999,7820.35,0,0,24/05/2010,02/12/2012
225,017,02007823        ,1,99999999,1794,0,0,23/05/2012,09/04/2013
225,014,040014857       ,1,99999999.9999,6566,0,0,04/08/2011,02/12/2012
225,014,040014858       ,1,99999999.9999,7754,0,0,04/08/2011,02/12/2012
225,014,030014859       ,1,99999999.9999,17267,0,0,21/05/2012,17/02/2021
225,014,050014860       ,1,99999999.9999,9449,0,0,09/05/2012,17/02/2021
225,017,020014162       ,1,99999999,1750,0,0,16/11/2011,09/04/2013
225,017,020014138       ,1,99999999,2209,0,0,16/11/2011,09/04/2013
225,017,020014137       ,1,99999999,2693,0,0,16/11/2011,09/04/2013
225,017,020010591       ,1,99999999,2100,0,0,23/05/2012,09/04/2013
225,017,020014363       ,1,99999999,3073,0,0,23/05/2012,09/04/2013
225,017,02007830        ,1,99999999,2203,0,0,23/05/2012,17/02/2021
225,017,02007827        ,1,99999999,1890,0,0,23/05/2012,09/04/2013
225,017,02007825        ,1,99999999,2693,0,0,23/05/2012,09/04/2013
225,014,310014861       ,1,99999999.9999,6452,0,0,22/05/2012,09/07/2012
225,014,030014862       ,1,99999999.9999,3566,0,0,14/05/2012,22/09/2013
225,014,030014866       ,1,99999999,8703,0,0,09/05/2012,17/02/2021
225,014,030014867       ,1,99999999,4254,0,0,23/05/2012,17/02/2021
225,014,030014865       ,1,99999999,11839,0,0,06/06/2012,29/10/2012
225,014,030114865       ,1,99999999,11477,0,0,06/06/2012,29/10/2012
225,014,030014863       ,1,99999999,10317,0,0,14/06/2012,17/02/2021
225,014,030014864       ,1,99999999,10317,0,0,14/06/2012,17/02/2021
225,017,02007824        ,1,99999999.9999,2209,0,0,23/05/2012,09/04/2013
225,014,020014868       ,1,99999999.9999,5878,0,0,15/06/2012,06/02/2013
225,014,020014356       ,1,99999999,18725,0,0,27/06/2011,17/02/2021
225,014,010110917       ,1,99999999,1645,0,0,15/06/2012,17/02/2021
225,014,030014871       ,1,99999999,5145,0,0,19/06/2012,17/02/2021
225,014,030014870       ,1,99999999,4085,0,0,19/06/2012,17/04/2013
225,014,010114870       ,1,99999999,498,0,0,19/06/2012,17/04/2013
225,014,010214870       ,1,99999999,324,0,0,19/06/2012,17/04/2013
225,014,310014869       ,1,99999999,7864,0,0,19/06/2012,20/12/2012
225,014,010114869       ,1,99999999,299,0,0,19/06/2012,20/12/2012
225,014,010214869       ,1,99999999,457,0,0,19/06/2012,20/12/2012
225,014,07789           ,1,99999999,1772.51,0,0,20/06/2012,17/02/2021
225,014,24C789          ,1,99999999,2832,0,0,20/06/2012,17/02/2021
225,014,020014873       ,1,99999999,2423,0,0,20/06/2012,17/02/2021
225,014,020014874       ,1,99999999,7011,0,0,20/06/2012,17/02/2021
225,014,24C788          ,1,99999999,3944.42,0,0,21/06/2012,17/02/2021
225,014,07788           ,1,99999999,5352.17,0,0,21/06/2012,17/02/2021
225,014,030014872       ,1,99999999,8611,0,0,22/06/2012,17/02/2021
225,014,071021-A        ,1,99999999,5584.84,0,0,22/06/2012,22/06/2012
225,014,020014892       ,1,99999999.9999,4511,0,0,14/07/2012,17/02/2021
225,017,040014875       ,1,99999999,6215,0,0,26/06/2012,17/02/2021
225,014,220014876       ,1,99999999,3739,0,0,27/06/2012,20/12/2012
225,014,060014877       ,1,99999999,7932,0,0,27/06/2012,29/01/2014
225,014,240014878       ,1,99999999,12355,0,0,29/06/2012,22/01/2013
225,014,210014089       ,1,99999999.9999,11294,0,0,05/05/2012,05/02/2015
225,014,010012831       ,1,99999999,3232,0,0,25/04/2012,16/09/2013
225,014,030014879       ,1,99999999,4085,0,0,04/07/2012,17/02/2021
225,014,07789A          ,1,99999999,1741.12,0,0,04/07/2012,17/02/2021
225,014,210014880       ,1,99999999,3463,0,0,04/07/2012,29/01/2014
225,014,020012426       ,1,99999999,3818,0,0,27/06/2011,04/06/2015
225,014,030014881       ,1,99999999,6125,0,0,06/07/2012,30/10/2012
225,014,14003843        ,1,99999999,13340,0,0,23/04/2012,26/03/2014
225,014,030014882       ,1,99999999,33474,0,0,09/07/2012,17/02/2021
225,014,030014883       ,1,99999999,33474,0,0,09/07/2012,17/02/2021
225,014,24C553C         ,1,99999999,7966,0,0,09/07/2012,17/02/2021
225,014,010013846       ,1,99999999,22345,0,0,09/07/2012,17/02/2021
225,014,020014885       ,1,99999999,5915,0,0,11/07/2012,18/09/2012
225,017,050014884       ,1,99999999,2473,0,0,11/07/2012,17/02/2021
225,014,BS290013731     ,1,99999999,7230,0,0,02/02/2013,17/02/2021
225,014,020014888       ,1,99999999,3198,0,0,12/07/2012,17/02/2021
225,014,020014887       ,1,99999999,3955,0,0,12/07/2012,27/05/2015
225,014,230014886       ,1,99999999,5874,0,0,12/07/2012,23/01/2017
225,014,310014861       ,1,99999999.9999,6486,0,0,10/07/2012,17/02/2021
225,014,020014889       ,1,99999999.9999,2292,0,0,14/07/2012,17/02/2021
225,014,020014890       ,1,99999999.9999,3385,0,0,14/07/2012,17/02/2021
225,014,020014891       ,1,99999999.9999,3872,0,0,14/07/2012,17/02/2021
225,014,020014893       ,1,99999999.9999,5024,0,0,14/07/2012,17/02/2021
225,014,020014894       ,1,99999999.9999,5808,0,0,17/07/2012,26/12/2012
225,014,230013254       ,1,99999999,2635,0,0,16/03/2012,17/02/2021
225,014,220014806       ,1,99999999,6309,0,0,19/07/2012,18/02/2013
225,014,220114806       ,1,99999999,5037,0,0,19/07/2012,18/02/2013
225,014,020014895       ,1,99999999.9999,2910,0,0,19/07/2012,17/02/2021
225,014,020014896       ,1,99999999.9999,1990,0,0,19/07/2012,17/02/2021
225,014,020014897       ,1,99999999.9999,2895,0,0,19/07/2012,17/02/2021
225,014,020014898       ,1,99999999,3995,0,0,19/07/2012,17/02/2021
225,014,010111901       ,1,99999999,143,0,0,23/04/2012,04/12/2012
225,014,010211901       ,1,99999999,295,0,0,23/04/2012,04/12/2012
225,014,04005932        ,1,99999999,7116,0,0,21/07/2012,17/02/2021
225,014,030014899       ,1,99999999,6352,0,0,25/07/2012,29/01/2014
225,014,040010609       ,1,99999999,3683,0,0,21/07/2012,12/12/2012
225,014,04005768        ,1,99999999,5319,0,0,24/07/2012,17/02/2021
225,014,010014904       ,1,99999999,5750,0,0,27/07/2012,17/02/2021
225,014,160014900       ,1,99999999,30656,0,0,28/07/2012,03/10/2012
225,014,160014901       ,1,99999999,18641,0,0,28/07/2012,07/10/2012
225,014,160014902       ,1,99999999,17586,0,0,28/07/2012,17/02/2021
225,014,160014903       ,1,99999999,9547,0,0,28/07/2012,07/10/2012
225,014,130014905       ,1,99999999,27381,0,0,28/07/2012,17/02/2021
225,014,050114833       ,1,99999999,2285,0,0,31/07/2012,17/02/2021
225,014,220014906       ,1,99999999,8320,0,0,31/07/2012,17/02/2021
225,014,20006241        ,1,99999999,63649,0,0,22/03/2011,26/11/2012
225,017,050014907       ,1,99999999,2473,0,0,02/08/2012,04/09/2014
225,014,020014913       ,1,99999999,1515,0,0,02/08/2012,10/09/2012
225,014,020014914       ,1,99999999,2057,0,0,02/08/2012,10/09/2012
225,014,020014909       ,1,99999999,1515,0,0,02/08/2012,10/09/2012
225,014,020014910       ,1,99999999,1608,0,0,02/08/2012,10/09/2012
225,014,020014911       ,1,99999999,1748,0,0,02/08/2012,10/09/2012
225,014,020014912       ,1,99999999,1958,0,0,02/08/2012,10/09/2012
225,014,020014915       ,1,99999999,2961,0,0,02/08/2012,04/09/2014
225,014,020014916       ,1,99999999,4012,0,0,02/08/2012,17/02/2021
225,014,020014917       ,1,99999999,5591,0,0,02/08/2012,04/09/2014
225,017,020014914       ,1,99999999,2209,0,0,02/08/2012,17/02/2021
225,017,020014910       ,1,99999999,1750,0,0,02/08/2012,01/09/2013
225,017,020014911       ,1,99999999,1890,0,0,02/08/2012,01/09/2013
225,017,020014912       ,1,99999999,2100,0,0,02/08/2012,01/09/2013
225,014,020014908       ,1,99999999,2057,0,0,02/08/2012,10/09/2012
225,018,020014909       ,1,99999999,1712,0,0,02/08/2012,24/09/2014
225,018,020014912       ,1,99999999,2213,0,0,02/08/2012,01/09/2013
225,018,020014908       ,1,99999999,2325,0,0,02/08/2012,24/09/2014
225,018,020014911       ,1,99999999,1976,0,0,02/08/2012,01/09/2013
225,018,020014910       ,1,99999999,1817,0,0,02/08/2012,01/09/2013
225,014,050011804       ,1,99999999,4523,0,0,01/08/2012,17/02/2021
225,017,020014908       ,1,99999999,2209,0,0,02/08/2012,01/09/2013
225,014,020014919       ,1,99999999,6244,0,0,27/07/2012,17/02/2021
225,014,030014243       ,1,99999999,5252,0,0,02/07/2012,26/11/2012
225,014,020014918       ,1,99999999,2427,0,0,06/08/2012,17/02/2021
225,014,240014921       ,1,99999999,3456,0,0,14/03/2012,04/12/2012
225,014,050314921       ,1,99999999,487,0,0,14/03/2012,17/02/2021
225,014,050114921       ,1,99999999,3799,0,0,14/03/2012,04/12/2012
225,014,24C795          ,1,99999999,6982,0,0,10/08/2012,17/02/2021
225,014,24C795A         ,1,99999999,4500,0,0,10/08/2012,17/02/2021
225,014,07795           ,1,99999999,11502.69,0,0,10/08/2012,17/02/2021
225,014,07795A          ,1,99999999,6756.75,0,0,10/08/2012,17/02/2021
225,014,010014922       ,1,99999999,9468,0,0,07/08/2012,17/02/2021
225,014,050014920       ,1,99999999,6977,0,0,11/08/2012,17/02/2021
225,014,07796           ,1,99999999,2058.15,0,0,11/08/2012,17/02/2021
225,014,020014923       ,1,99999999,2427,0,0,13/08/2012,27/05/2015
225,014,240014925       ,1,99999999,26185,0,0,15/08/2012,17/02/2021
225,014,140014924       ,1,99999999,55163,0,0,15/08/2012,17/02/2021
225,014,010014926       ,1,99999999,6792,0,0,15/08/2012,17/02/2021
225,014,010014927       ,1,99999999,6792,0,0,15/08/2012,17/02/2021
225,014,040013083       ,1,99999999,7691,0,0,03/08/2012,27/01/2014
225,014,030012630       ,1,99999999,2333,0,0,14/08/2012,20/12/2012
225,014,050010060       ,1,99999999,10076,0,0,28/05/2012,17/02/2021
225,014,140013779       ,1,99999999,73549,0,0,17/08/2012,13/11/2014
225,014,050014929       ,1,99999999,6189,0,0,03/05/2012,25/03/2013
225,014,020014930       ,1,99999999,5235,0,0,10/07/2012,17/02/2021
225,014,030014931       ,1,99999999,5018,0,0,12/07/2012,17/02/2021
225,014,310014932       ,1,99999999,7864,0,0,20/08/2012,20/12/2012
225,014,071021-A        ,1,99999999,2624.81,0,0,23/06/2012,17/02/2021
225,014,02005644        ,1,99999999,4540,0,0,30/07/2012,17/02/2021
225,014,13009641        ,1,99999999,4382.72,0,0,21/08/2012,21/08/2012
225,014,24C8034         ,1,99999999,8510,0,0,21/08/2012,17/02/2021
225,014,078034B         ,1,99999999,8417.7,0,0,21/08/2012,17/02/2021
225,014,07241B          ,1,99999999,1698.59,0,0,23/08/2012,17/02/2021
225,014,040010460       ,1,99999999,4121,0,0,02/08/2012,12/12/2012
225,014,07797           ,1,99999999,1449.49,0,0,24/08/2012,17/02/2021
225,014,07788A          ,1,99999999,4539.3,0,0,24/08/2012,17/02/2021
225,014,20007392        ,1,99999999,116902,0,0,02/07/2012,03/02/2014
225,014,210014933       ,1,99999999,4594,0,0,24/08/2012,17/02/2021
225,014,020014928       ,1,99999999,28567,0,0,24/08/2012,17/02/2021
225,014,24P614          ,1,99999999,1723,0,0,24/08/2012,17/02/2021
225,014,020014934       ,1,99999999,22541,0,0,27/08/2012,30/10/2012
225,014,030014935       ,1,99999999,9958,0,0,23/08/2012,18/09/2012
225,014,07614           ,1,99999999,2143.53,0,0,23/08/2012,17/02/2021
225,014,020012082       ,1,99999999,3757,0,0,16/08/2012,17/02/2021
225,014,240014221       ,1,99999999,3456,0,0,14/03/2012,17/02/2021
225,014,050214921       ,1,99999999,321,0,0,14/03/2012,04/12/2012
225,014,040114938       ,1,99999999,5185,0,0,30/08/2012,17/02/2021
225,014,230014938       ,1,99999999,10306,0,0,30/08/2012,17/02/2021
225,014,020014939       ,1,99999999,3471,0,0,30/08/2012,30/10/2012
225,014,020014940       ,1,99999999,707,0,0,31/08/2012,30/10/2012
225,014,020014937       ,1,99999999,3217,0,0,30/08/2012,06/02/2013
225,014,030013943       ,1,99999999,22871,0,0,28/08/2012,17/02/2021
225,014,020013970       ,1,99999999,4073,0,0,28/08/2012,22/04/2014
225,014,020012778       ,1,99999999,2738,0,0,28/08/2012,04/04/2013
225,014,020012751       ,1,99999999,3428,0,0,28/08/2012,22/04/2014
225,014,020012662       ,1,99999999,3458,0,0,28/08/2012,22/04/2014
225,014,020014941       ,1,99999999,1324,0,0,01/09/2012,17/09/2013
225,014,110014737       ,1,99999999,10171,0,0,01/09/2012,17/02/2021
225,014,020014063       ,1,99999999,8323,0,0,21/11/2012,25/09/2013
225,014,310014942       ,1,99999999,7864,0,0,23/05/2012,20/12/2012
225,014,030013830       ,1,99999999,5559,0,0,30/08/2012,17/02/2021
225,014,040014945       ,1,99999999,7490,0,0,03/09/2012,17/02/2021
225,014,040014944       ,1,99999999,6740,0,0,03/09/2012,17/02/2021
225,014,020012039       ,1,99999999,2118,0,0,11/09/2012,31/08/2013
225,014,02009865        ,1,99999999,1988,0,0,11/09/2012,31/08/2013
225,014,030014383       ,1,99999999,1980,0,0,31/08/2012,17/02/2021
225,014,130114936       ,1,99999999,2439,0,0,03/09/2012,17/02/2021
225,014,210014936       ,1,99999999,6207,0,0,03/09/2012,17/02/2021
225,014,110014739       ,1,99999999,14385,0,0,30/07/2012,17/02/2021
225,014,030014308       ,1,99999999,1520,0,0,31/08/2012,17/02/2021
225,014,030014468       ,1,99999999,3210,0,0,31/08/2012,17/02/2021
225,014,010214468       ,1,99999999,250,0,0,31/08/2012,17/02/2021
225,014,010114468       ,1,99999999,340,0,0,31/08/2012,17/02/2021
225,014,020010117       ,1,99999999,9017,0,0,29/08/2012,20/01/2013
225,014,07788B          ,1,99999999,4658.64,0,0,06/09/2012,17/02/2021
225,014,020014946       ,1,99999999,5497,0,0,28/08/2012,22/02/2015
225,014,030014947       ,1,99999999,11337,0,0,07/09/2012,01/10/2013
225,014,24P660          ,1,99999999,3467,0,0,07/09/2012,17/02/2021
225,014,250010207       ,1,99999999,10049,0,0,07/09/2012,09/09/2012
225,014,020114948       ,1,99999999,4869,0,0,03/09/2012,17/02/2021
225,014,220014948       ,1,99999999,12349,0,0,03/09/2012,05/05/2014
225,014,110014949       ,1,99999999,29070,0,0,08/09/2012,17/02/2021
225,014,02004475        ,1,99999999,1720,0,0,11/09/2012,17/02/2021
225,014,02009666        ,1,99999999,1877,0,0,11/09/2012,01/09/2013
225,014,02009667        ,1,99999999,1988,0,0,11/09/2012,01/09/2013
225,014,02009612        ,1,99999999,2251,0,0,11/09/2012,01/09/2013
225,014,02000005        ,1,99999999,2660,0,0,11/09/2012,17/02/2021
225,014,02000007        ,1,99999999,3031,0,0,11/09/2012,17/02/2021
225,014,02002950        ,1,99999999,1632,0,0,11/09/2012,01/09/2013
225,014,02009668        ,1,99999999,2118,0,0,11/09/2012,01/09/2013
225,014,07727           ,1,99999999,1495.57,0,0,11/09/2012,17/02/2021
225,014,02009862        ,1,99999999,2251,0,0,11/09/2012,31/08/2013
225,014,020014913       ,1,99999999,1632,0,0,11/09/2012,17/02/2021
225,014,020014909       ,1,99999999,1632,0,0,11/09/2012,04/09/2014
225,014,020014911       ,1,99999999,1877,0,0,11/09/2012,02/09/2013
225,014,020014912       ,1,99999999,2118,0,0,11/09/2012,02/09/2013
225,014,071086B         ,1,99999999,3608,0,0,12/09/2012,17/02/2021
225,014,020014910       ,1,99999999,1720,0,0,11/09/2012,04/09/2014
225,014,020014908       ,1,99999999,2251,0,0,11/09/2012,02/09/2013
225,014,020014914       ,1,99999999,2251,0,0,11/09/2012,04/09/2014
225,014,02008116        ,1,99999999,2660,0,0,11/09/2012,23/01/2017
225,014,250010207       ,1,99999999,9636,0,0,10/09/2012,30/07/2015
225,014,030014950       ,1,99999999,2454,0,0,13/09/2012,17/02/2021
225,014,030014951       ,1,99999999,3408,0,0,13/09/2012,03/12/2012
225,014,04009304        ,1,99999999,16455,0,0,11/09/2012,09/09/2013
225,014,020014943       ,1,99999999,1781,0,0,14/09/2012,01/05/2014
225,014,010014952       ,1,99999999,5019,0,0,14/09/2012,01/05/2014
225,014,040010258       ,1,99999999,2160,0,0,13/09/2012,12/12/2012
225,014,020012434       ,1,99999999,1720,0,0,11/09/2012,23/01/2017
225,014,020012476       ,1,99999999,1632,0,0,11/09/2012,02/09/2013
225,014,02009254        ,1,99999999,1877,0,0,11/09/2012,31/08/2013
225,014,02009748        ,1,99999999,3031,0,0,11/09/2012,23/01/2017
225,014,220014955       ,1,99999999,3627,0,0,13/09/2012,17/02/2021
225,014,220114955       ,1,99999999,3411,0,0,13/09/2012,17/02/2021
225,014,220014954       ,1,99999999,3065,0,0,13/09/2012,17/02/2021
225,014,030014956       ,1,99999999,2019,0,0,13/09/2012,17/02/2021
225,014,02007511        ,1,99999999,8584,0,0,19/09/2012,01/08/2013
225,014,020011526       ,1,99999999,1632,0,0,11/09/2012,02/09/2013
225,014,020013367       ,1,99999999,1632,0,0,11/09/2012,02/09/2013
225,014,020014337       ,1,99999999,1632,0,0,11/09/2012,30/09/2015
225,014,02007984        ,1,99999999.9999,1632,0,0,11/09/2012,17/02/2021
225,014,02007823        ,1,99999999.9999,1632,0,0,11/09/2012,19/05/2014
225,014,020013369       ,1,99999999,1720,0,0,11/09/2012,01/01/2017
225,014,02007841        ,1,99999999,1632,0,0,11/09/2012,28/07/2015
225,014,020013372       ,1,99999999,1877,0,0,11/09/2012,02/09/2013
225,014,02007826        ,1,99999999,1877,0,0,11/09/2012,02/09/2013
225,014,02007985        ,1,99999999.9999,1877,0,0,11/09/2012,17/02/2021
225,014,02007827        ,1,99999999.9999,1877,0,0,11/09/2012,19/09/2013
225,014,020011390       ,1,99999999,1877,0,0,11/09/2012,02/09/2013
225,014,02007821        ,1,99999999,1988,0,0,11/09/2012,02/09/2013
225,014,02007829        ,1,99999999.9999,1988,0,0,11/09/2012,29/04/2014
225,014,020011430       ,1,99999999,1988,0,0,11/09/2012,02/09/2013
225,014,020013370       ,1,99999999,2118,0,0,11/09/2012,02/09/2013
225,014,020013420       ,1,99999999,2118,0,0,11/09/2012,28/06/2015
225,014,020010653       ,1,99999999,2118,0,0,11/09/2012,02/09/2013
