Compania,Orden,Posicion,Entrega,TipoTrans,NumFac,Articulo,FchFac,Cliente
225,183577,10,2,FAT,170708,KS320019801     ,23/09/2020,871
225,183475,10,12,FAT,170704,030019843       ,23/09/2020,871
225,183436,30,5,FAT,170882,KS360020590     ,28/09/2020,44
225,183436,60,8,FAT,170731,KS360020592     ,23/09/2020,44
225,183436,80,3,FAT,170882,KS320020595     ,28/09/2020,44
225,183742,10,0,FAT,171744,KS230019818     ,20/10/2020,262
225,183743,10,0,FAT,171646,BD480020419     ,18/10/2020,115113
225,183743,20,0,FAT,171646,KS400120419     ,18/10/2020,115113
225,183744,10,0,FAT,171562,KS260018907     ,15/10/2020,115042
225,183745,10,0,FAT,171930,110019040       ,24/10/2020,207
225,183437,10,4,FAT,170757,KS320020593     ,24/09/2020,2012
225,183437,20,6,FAT,170833,KS320020594     ,26/09/2020,2012
225,183437,40,5,FAT,171046,KS360020590     ,02/10/2020,2012
225,183437,50,3,FAT,170710,KS360020591     ,23/09/2020,2012
225,183437,70,8,FAT,170713,KS360020592     ,23/09/2020,2012
225,183437,80,3,FAT,170713,KS320020595     ,23/09/2020,2012
225,183736,10,1,FAT,170706,990015560       ,23/09/2020,871
225,183746,10,0,FAT,171475,KD480018200     ,13/10/2020,758
225,183746,20,0,FAT,171475,KD480018597     ,13/10/2020,758
225,183746,30,0,FAT,171475,KS440118200     ,13/10/2020,758
225,183747,10,0,FAT,171375,KS320019901     ,11/10/2020,44
225,183437,30,4,FAT,170713,KS360020588     ,23/09/2020,2012
225,183437,50,4,FAT,170713,KS360020591     ,23/09/2020,2012
225,183437,60,6,FAT,170850,KS360020589     ,27/09/2020,2012
225,183436,50,17,FAT,170715,KS360020589     ,23/09/2020,44
225,183809,10,0,FAT,171663,BS400021012     ,19/10/2020,1021
225,58189,10,4,FAT,170717,01040005        ,23/09/2020,1042
225,183060,20,3,FAT,170718,KS400017948     ,23/09/2020,902
225,183436,50,18,FAT,170724,KS360020589     ,23/09/2020,44
225,181784,20,2,FAT,170727,220016270       ,23/09/2020,740
225,183534,10,1,FAT,170730,KS400021000     ,23/09/2020,1021
225,182320,10,1,FAT,170733,KS320020120     ,23/09/2020,6047
225,183534,10,2,FAT,170737,KS400021000     ,24/09/2020,1021
225,183436,40,6,FAT,170752,KS360020591     ,24/09/2020,44
225,183436,50,19,FAT,170738,KS360020589     ,24/09/2020,44
225,183436,60,9,FAT,170738,KS360020592     ,24/09/2020,44
225,183534,10,3,FAT,170739,KS400021000     ,24/09/2020,1021
225,183751,10,0,FAT,170931,KS320019887     ,29/09/2020,871
225,183752,10,0,FAT,171068,KS320015938     ,02/10/2020,871
225,183753,10,0,FAT,171084,KS290016032     ,03/10/2020,871
225,183754,10,0,FAT,171219,KS260016075     ,07/10/2020,871
225,183754,20,0,FAT,170859,030016076       ,27/09/2020,871
225,183755,10,0,FAT,171166,030015608       ,06/10/2020,871
225,183756,10,0,FAT,170905,030015948       ,28/09/2020,871
225,183757,10,0,FAT,171043,KS260016516     ,02/10/2020,871
225,183758,10,0,FAT,171220,KS320020061     ,07/10/2020,871
225,183759,10,0,FAT,171368,KS320018973     ,10/10/2020,871
225,183760,10,0,FAT,171044,KS320019831     ,02/10/2020,871
225,183761,10,0,FAT,171069,KS320017789     ,02/10/2020,871
225,183762,10,0,FAT,171167,060019844       ,06/10/2020,871
225,183763,10,0,FAT,171351,KS320018808     ,09/10/2020,871
225,183764,10,0,FAT,171312,KS230017607     ,09/10/2020,871
225,183765,10,0,FAT,171263,KS320020219     ,08/10/2020,871
225,183766,10,0,FAT,171135,KS320019854     ,05/10/2020,871
225,183767,10,0,FAT,171352,080017260       ,09/10/2020,871
225,183675,100,1,FAT,171158,KS400018214     ,05/10/2020,2012
225,183675,110,1,FAT,170986,KS400017078     ,01/10/2020,2012
225,183675,130,1,FAT,171328,KS400019759     ,09/10/2020,2012
225,183675,140,1,FAT,170744,KS400020779     ,24/09/2020,2012
225,183805,10,0,FAT,170860,990015560       ,27/09/2020,871
225,183437,30,5,FAT,170757,KS360020588     ,24/09/2020,2012
225,183437,50,5,FAT,171099,KS360020591     ,04/10/2020,2012
225,183437,70,9,FAT,170743,KS360020592     ,24/09/2020,2012
225,183436,50,20,FAT,170809,KS360020589     ,25/09/2020,44
225,183436,60,10,FAT,170768,KS360020592     ,24/09/2020,44
225,58213,10,0,FAT,170771,990015560       ,24/09/2020,871
225,183028,120,1,FAT,171557,KS320018380     ,15/10/2020,298
225,183768,10,0,FAT,172482,KS320018532     ,09/11/2020,298
225,183768,20,0,FAT,173335,KS320018532     ,28/11/2020,298
225,183769,10,0,FAT,171550,KS320018971     ,15/10/2020,1032
225,183436,20,8,FAT,170785,KS320020593     ,25/09/2020,44
225,183770,10,0,FAT,171673,030015393       ,19/10/2020,207
225,183770,20,0,FAT,171591,03008673        ,16/10/2020,207
225,183770,30,0,FAT,171695,03008664        ,20/10/2020,207
225,183771,10,0,FAT,172288,KS230021015     ,04/11/2020,262
225,183772,10,0,FAT,171657,BS400021014     ,19/10/2020,115041
225,183773,10,0,FAT,171650,010015804       ,19/10/2020,929
225,183774,10,0,FAT,171508,010015547       ,14/10/2020,864
225,183775,10,0,FAT,171092,KD610020987     ,04/10/2020,115145
225,183775,20,0,FAT,170925,KD820020988     ,29/09/2020,115145
225,183775,30,0,FAT,170952,KD820020989     ,30/09/2020,115145
225,183775,40,0,FAT,171146,KD820020990     ,05/10/2020,115145
225,183775,50,0,FAT,171001,KD820020991     ,01/10/2020,115145
225,183775,60,0,FAT,171382,KD820020997     ,11/10/2020,115145
225,183776,10,0,FAT,172611,010015471       ,11/11/2020,864
225,183776,20,0,FAT,172668,010015471       ,12/11/2020,864
225,183777,10,0,FAT,172586,010015473       ,11/11/2020,864
225,183583,10,1,FAT,170755,060017546       ,24/09/2020,871
225,182258,20,1,FAT,170754,KS320019887     ,24/09/2020,871
225,58214,10,0,FAT,170775,KS320020390     ,24/09/2020,115101
225,58215,10,0,FAT,170776,KS320020390     ,24/09/2020,115101
225,183675,60,1,FAT,171338,KS400016995     ,09/10/2020,2012
225,58216,10,0,FAT,170777,KD420019999     ,24/09/2020,115101
225,183810,10,0,FAT,172070,BS260019812     ,28/10/2020,115137
225,183675,140,2,FAT,171100,KS400020779     ,04/10/2020,2012
225,183437,70,10,FAT,170757,KS360020592     ,24/09/2020,2012
225,58217,10,0,FAT,170778,KS550019998     ,24/09/2020,115101
225,58218,10,0,FAT,170779,KS550019998     ,24/09/2020,115101
225,58219,10,0,FAT,170780,KD420019999     ,24/09/2020,115101
225,58220,10,0,FAT,170774,KS230020984     ,24/09/2020,810
225,58221,10,0,FAT,170773,KS320019430     ,24/09/2020,536
225,182875,10,15,FAT,170760,040010551       ,24/09/2020,44
225,182875,20,15,FAT,170760,040110551       ,24/09/2020,44
225,182875,30,15,FAT,170760,030210551       ,24/09/2020,44
225,183346,10,1,FAT,170762,KS290020205     ,24/09/2020,606
225,183779,10,0,FAT,171441,BS400020195     ,13/10/2020,44
225,183779,20,0,FAT,171014,KS360017547     ,01/10/2020,44
225,183779,30,0,FAT,171010,KS360017549     ,01/10/2020,44
225,183779,40,0,FAT,171421,KS320020483     ,12/10/2020,44
225,183779,50,0,FAT,171376,KS320019901     ,11/10/2020,44
225,183779,60,0,FAT,172678,KS400020778     ,12/11/2020,44
225,183779,70,0,FAT,171516,KS400020779     ,14/10/2020,44
225,183779,80,0,FAT,170895,KS320020585     ,28/09/2020,44
225,183779,90,0,FAT,171531,KS320020586     ,14/10/2020,44
225,182875,10,16,FAT,170766,040010551       ,24/09/2020,44
225,182875,20,16,FAT,170766,040110551       ,24/09/2020,44
225,182875,30,16,FAT,170766,030210551       ,24/09/2020,44
225,700988,10,0,FAT,170849,KS360020283     ,27/09/2020,115020
225,700988,20,0,FAT,170849,010217708       ,27/09/2020,115020
225,700988,30,0,FAT,170849,010117708       ,27/09/2020,115020
225,183779,110,0,FAT,171271,KS360020528     ,08/10/2020,44
225,183436,10,9,FAT,170913,KS360020588     ,29/09/2020,44
225,183410,10,1,FAT,170789,KS320020580     ,25/09/2020,115029
225,183536,40,3,FAT,170791,KD480020263     ,25/09/2020,696
225,183563,10,1,FAT,170794,KS440020748     ,25/09/2020,1021
225,58188,10,14,FAT,170796,01040005        ,25/09/2020,874
225,183781,20,0,FAT,171339,KS400016995     ,09/10/2020,2012
225,183781,10,0,FAT,171253,KS400017001     ,07/10/2020,2012
225,183781,30,0,FAT,171234,KS400016994     ,07/10/2020,2012
225,183781,40,0,FAT,170853,KS400016998     ,27/09/2020,2012
225,183781,50,0,FAT,171178,KS400017003     ,06/10/2020,2012
225,183781,60,0,FAT,171128,KS400018214     ,05/10/2020,2012
225,183781,70,0,FAT,171402,KS400019342     ,12/10/2020,2012
225,183781,80,0,FAT,171329,KS400019759     ,09/10/2020,2012
225,183781,90,0,FAT,170866,KS360015945     ,27/09/2020,2012
225,183781,100,0,FAT,170869,KS360017821     ,27/09/2020,2012
225,183536,40,4,FAT,170801,KD480020263     ,25/09/2020,696
225,183561,40,1,FAT,170863,KD480019475     ,27/09/2020,696
225,500826,10,0,FAT,170835,BS320016259     ,26/09/2020,3020
225,500826,20,0,FAT,170835,KS400019848     ,26/09/2020,3020
225,183781,110,0,FAT,171675,KS360020615     ,19/10/2020,2012
225,700984,10,4,FAT,170807,KS260019233     ,25/09/2020,115053
225,183782,10,0,FAT,172201,BS400020958     ,03/11/2020,115029
225,183783,10,0,FAT,171659,BS400021017     ,19/10/2020,1021
225,183784,10,0,FAT,171454,BS320021016     ,13/10/2020,1021
225,183785,10,0,FAT,171709,KS230018610     ,20/10/2020,714
225,183786,10,0,FAT,171617,KS320020580     ,17/10/2020,115029
225,183786,20,0,FAT,172425,BS440019668     ,07/11/2020,115029
225,183787,10,0,FAT,172202,KS400021020     ,03/11/2020,115029
225,183788,10,0,FAT,171641,010017883       ,17/10/2020,115005
225,183789,20,0,FAT,172297,BS230018917     ,04/11/2020,1032
225,183789,30,0,FAT,171786,BS230018923     ,22/10/2020,1032
225,183790,20,0,FAT,171261,KS290018857     ,08/10/2020,1032
225,183790,40,0,FAT,172211,KS290018558     ,03/11/2020,1032
225,183791,10,0,FAT,172780,050015483       ,15/11/2020,821
225,183791,20,0,FAT,172134,KD420015267     ,30/10/2020,821
225,183791,30,0,FAT,172242,KD420015321     ,03/11/2020,821
225,183791,40,0,FAT,172245,KS230017158     ,03/11/2020,821
225,183791,50,0,FAT,172248,050015483       ,03/11/2020,821
225,183791,70,0,FAT,172776,KD420015321     ,15/11/2020,821
225,183791,80,0,FAT,172675,KS230017158     ,12/11/2020,821
225,183791,100,0,FAT,172445,KD420015267     ,08/11/2020,821
225,183792,10,0,FAT,172626,KS290019756     ,11/11/2020,115091
225,183793,10,0,FAT,171392,BS440021018     ,12/10/2020,3020
225,183794,10,0,FAT,171538,KS400020401     ,15/10/2020,8019
225,183795,10,0,FAT,171721,KS260020013     ,20/10/2020,606
225,183796,10,0,FAT,171737,KS290017869     ,20/10/2020,606
225,182940,40,1,FAT,170810,KS320018603     ,25/09/2020,827
225,183208,10,2,FAT,170812,KS320020255     ,25/09/2020,827
225,183423,10,1,FAT,170813,KS320020380     ,25/09/2020,827
225,183540,10,1,FAT,170814,KS440020944     ,25/09/2020,1021
225,183436,50,21,FAT,170816,KS360020589     ,25/09/2020,44
225,182258,20,2,FAT,170818,KS320019887     ,25/09/2020,871
225,183576,10,3,FAT,170820,KS320019887     ,25/09/2020,871
225,183462,10,1,FAT,170819,KS320019833     ,25/09/2020,871
225,182257,20,1,FAT,170817,KS320019879     ,25/09/2020,871
225,183224,10,1,FAT,170822,KS320017949     ,26/09/2020,902
225,183060,20,4,FAT,170821,KS400017948     ,26/09/2020,902
225,183436,50,22,FAT,170845,KS360020589     ,27/09/2020,44
225,183436,100,1,FAT,170882,KS360020615     ,28/09/2020,44
225,183797,10,0,FAT,171456,KD420020911     ,13/10/2020,606
225,183798,10,0,FAT,171881,BS290020129     ,23/10/2020,606
225,183799,10,0,FAT,172220,210013359       ,03/11/2020,606
225,183800,10,0,FAT,172221,BS290018937     ,03/11/2020,606
225,183803,10,0,FAT,172218,010020430       ,03/11/2020,1053
225,183804,10,0,FAT,171762,020013850       ,21/10/2020,662
225,183804,20,0,FAT,172178,110015899       ,01/11/2020,662
225,183427,10,1,FAT,170826,KS440019783     ,26/09/2020,792
225,183575,10,2,FAT,170830,KS320019907     ,26/09/2020,871
225,183437,10,5,FAT,170833,KS320020593     ,26/09/2020,2012
225,183437,30,6,FAT,171046,KS360020588     ,02/10/2020,2012
225,183437,70,11,FAT,170833,KS360020592     ,26/09/2020,2012
225,58189,10,5,FAT,170837,01040005        ,26/09/2020,1042
225,183246,40,1,FAT,170838,KS440019378     ,26/09/2020,792
225,302041,10,5,FAT,170842,BS510020221     ,26/09/2020,570
225,183436,70,6,FAT,170977,KS320020594     ,01/10/2020,44
225,183436,50,23,FAT,170846,KS360020589     ,27/09/2020,44
225,183592,120,1,FAT,170851,KS360017821     ,27/09/2020,2012
225,183675,90,1,FAT,171324,KS400017002     ,09/10/2020,2012
225,183437,70,12,FAT,171046,KS360020592     ,02/10/2020,2012
225,183436,50,24,FAT,170854,KS360020589     ,27/09/2020,44
225,183560,10,1,FAT,170862,KD420020949     ,27/09/2020,696
225,183327,120,2,FAT,170864,KS360015945     ,27/09/2020,2012
225,183675,160,1,FAT,170868,KS360017821     ,27/09/2020,2012
225,183437,60,7,FAT,170867,KS360020589     ,27/09/2020,2012
225,183436,50,25,FAT,170870,KS360020589     ,28/09/2020,44
225,183811,10,0,FAT,171606,BS400019637     ,16/10/2020,115059
225,183812,10,0,FAT,172168,BS400019637     ,01/11/2020,115059
225,183813,10,0,FAT,171742,KS320018400     ,20/10/2020,1021
225,183814,10,0,FAT,171718,BS360020920     ,20/10/2020,1021
225,183815,10,0,FAT,171398,KS360020977     ,12/10/2020,1021
225,183816,10,0,FAT,171789,KS360020978     ,22/10/2020,1021
225,183817,10,0,FAT,171823,BS320019850     ,22/10/2020,115059
225,183818,10,0,FAT,172169,BS400019411     ,01/11/2020,115059
225,183819,10,0,FAT,171769,KS320020301     ,21/10/2020,115059
225,183820,10,0,FAT,171541,BS400019410     ,15/10/2020,115059
225,183821,10,0,FAT,172289,KS320019841     ,04/11/2020,6047
225,181842,10,3,FAT,170887,KS290019006     ,28/09/2020,6047
225,182320,10,2,FAT,170888,KS320020120     ,28/09/2020,6047
225,183822,10,0,FAT,173164,KS320020713     ,24/11/2020,6047
225,183823,10,0,FAT,171214,KD420019930     ,07/10/2020,6047
225,183824,10,0,FAT,171215,KS290020930     ,07/10/2020,6047
225,183825,10,0,FAT,172290,KS290020930     ,04/11/2020,6047
225,183828,10,0,FAT,171755,KS290020633     ,21/10/2020,6047
225,700989,10,0,FAT,171102,KS260019233     ,04/10/2020,115053
225,182831,50,1,FAT,170890,KS320018586     ,28/09/2020,821
225,183829,10,0,FAT,171534,BS360021021     ,14/10/2020,115058
225,58189,10,6,FAT,170896,01040005        ,28/09/2020,1042
225,183305,20,1,FAT,170899,KS400019323     ,28/09/2020,115058
225,183437,60,8,FAT,170901,KS360020589     ,28/09/2020,2012
225,183689,10,1,FAT,170903,060017790       ,28/09/2020,871
225,183736,10,2,FAT,170904,990015560       ,28/09/2020,871
225,182257,20,2,FAT,170902,KS320019879     ,28/09/2020,871
225,183305,20,2,FAT,170907,KS400019323     ,28/09/2020,115058
225,183830,10,0,FAT,171555,KS400019193     ,15/10/2020,1053
225,183831,10,0,FAT,171766,KS290020426     ,21/10/2020,115111
225,183831,20,0,FAT,172456,KS290020426     ,08/11/2020,115111
225,183831,30,0,FAT,172277,KS260020322     ,04/11/2020,115111
225,183831,40,0,FAT,172277,KS230120322     ,04/11/2020,115111
225,183831,50,0,FAT,172277,KS230220322     ,04/11/2020,115111
225,183831,60,0,FAT,172278,KS290020323     ,04/11/2020,115111
225,183831,70,0,FAT,172456,KS320020427     ,08/11/2020,115111
225,183831,80,0,FAT,172481,KS290020426     ,09/11/2020,115111
225,183831,90,0,FAT,172732,KS290020426     ,13/11/2020,115111
225,183831,100,0,FAT,173095,KS320020427     ,23/11/2020,115111
225,183273,10,1,FAT,170910,KS710016235     ,29/09/2020,51
225,183832,10,0,FAT,171651,KD420021010     ,19/10/2020,115037
225,302032,10,6,FAT,170911,BS610020567     ,29/09/2020,570
225,183436,50,26,FAT,170913,KS360020589     ,29/09/2020,44
225,700970,10,3,FAT,170915,11002213        ,29/09/2020,2005
225,183224,10,2,FAT,170917,KS320017949     ,29/09/2020,902
225,183305,20,3,FAT,170918,KS400019323     ,29/09/2020,115058
225,700975,20,1,FAT,170920,KS230020578     ,29/09/2020,810
225,58188,10,15,FAT,170924,01040005        ,29/09/2020,874
225,700990,10,0,FAT,170927,KS260015415     ,29/09/2020,818
225,700990,20,0,FAT,170927,KS260015158     ,29/09/2020,818
225,58222,10,0,FAT,170946,KS360020588     ,30/09/2020,44
225,183436,10,10,FAT,170945,KS360020588     ,30/09/2020,44
225,183436,30,6,FAT,171033,KS360020590     ,02/10/2020,44
225,183436,50,27,FAT,170928,KS360020589     ,29/09/2020,44
225,183833,10,0,FAT,171495,KS230019898     ,14/10/2020,115097
225,183834,10,0,FAT,171968,KS400020302     ,27/10/2020,162
225,183837,10,0,FAT,172368,KS230020962     ,06/11/2020,115097
225,183838,10,0,FAT,171239,KS400015058     ,07/10/2020,792
225,183839,10,0,FAT,171551,BD480019120     ,15/10/2020,899
225,183840,10,0,FAT,172002,KS260021019     ,27/10/2020,544
225,183841,10,0,FAT,171778,KS400020238     ,21/10/2020,115058
225,183462,10,2,FAT,170929,KS320019833     ,29/09/2020,871
225,183751,10,1,FAT,170932,KS320019887     ,29/09/2020,871
225,183536,40,5,FAT,171230,KD480020263     ,07/10/2020,696
225,183560,10,3,FAT,171031,KD420020949     ,01/10/2020,696
225,302043,10,3,FAT,170937,04008609        ,29/09/2020,524
225,302042,10,5,FAT,170936,05008607        ,29/09/2020,524
225,302044,10,2,FAT,170938,03008786        ,29/09/2020,524
225,700984,10,5,FAT,170943,KS260019233     ,30/09/2020,115053
225,700984,10,6,FAT,170944,KS260019233     ,30/09/2020,115053
225,183842,10,0,FAT,171939,KS360019760     ,26/10/2020,878
225,183843,10,0,FAT,171764,KS610020363     ,21/10/2020,878
225,183844,10,0,FAT,171549,KD420019938     ,15/10/2020,878
225,183845,10,0,FAT,171758,KS550019734     ,21/10/2020,878
225,58223,10,0,FAT,171037,KS320015652     ,02/10/2020,298
225,182886,10,1,FAT,170948,KS260020913     ,30/09/2020,257
225,58224,10,0,FAT,171116,KS320016253     ,05/10/2020,298
225,58225,10,0,FAT,171117,KS320019789     ,05/10/2020,298
225,58226,10,0,FAT,171038,KS290017601     ,02/10/2020,1021
225,58227,10,0,FAT,171039,KS320018402     ,02/10/2020,1021
225,700939,10,6,FAT,171078,010015633       ,03/10/2020,810
225,500827,10,0,FAT,170958,BS320016259     ,30/09/2020,3020
225,500827,20,0,FAT,170958,KS400018783     ,30/09/2020,3020
225,500827,30,0,FAT,170958,BS400017903     ,30/09/2020,3020
225,500827,40,0,FAT,170958,BS290015210     ,30/09/2020,3020
225,500827,50,0,FAT,170958,KS400020552     ,30/09/2020,3020
225,500827,60,0,FAT,170958,KS290018461     ,30/09/2020,3020
225,500827,70,0,FAT,170958,KS260118461     ,30/09/2020,3020
225,183846,10,0,FAT,172426,KS400018043     ,07/11/2020,8019
225,183847,10,0,FAT,172785,KS400020401     ,15/11/2020,8019
225,183848,10,0,FAT,171593,KD480020647     ,16/10/2020,10014
225,183849,10,0,FAT,171615,KS320016979     ,16/10/2020,8019
225,183850,10,0,FAT,171580,KS400017970     ,16/10/2020,8019
225,183851,10,0,FAT,171858,KS230018058     ,23/10/2020,8019
225,183852,10,0,FAT,171740,KS290020140     ,20/10/2020,990
225,183853,10,0,FAT,171592,03008661        ,16/10/2020,207
225,183853,20,0,FAT,171696,03008665        ,20/10/2020,207
225,183854,10,0,FAT,171866,BS320020943     ,23/10/2020,1021
225,183855,10,0,FAT,171865,BS400018294     ,23/10/2020,1021
225,183856,10,0,FAT,171864,KS510018275     ,23/10/2020,1021
225,183857,10,0,FAT,171671,KS440020944     ,19/10/2020,1021
225,183858,10,0,FAT,171720,BS360020832     ,20/10/2020,1021
225,183859,20,0,FAT,172681,11002527        ,12/11/2020,2005
225,183859,30,0,FAT,172681,03012527        ,12/11/2020,2005
225,183860,10,0,FAT,171703,KD480019647     ,20/10/2020,696
225,183861,10,0,FAT,171994,010017630       ,27/10/2020,138
225,183862,10,0,FAT,171995,KS230017156     ,27/10/2020,138
225,183863,10,0,FAT,171327,KS360021023     ,09/10/2020,1021
225,183864,10,0,FAT,171996,KS230020423     ,27/10/2020,138
225,183865,10,0,FAT,171756,KS290021024     ,21/10/2020,6047
225,183866,10,0,FAT,171658,KS290020180     ,19/10/2020,115041
225,183867,10,0,FAT,171890,KS320019616     ,23/10/2020,115041
225,183868,10,0,FAT,171799,KS440019872     ,22/10/2020,115041
225,183869,10,0,FAT,171221,990015560       ,07/10/2020,871
225,183870,10,0,FAT,171722,KS230020998     ,20/10/2020,836
225,183436,10,11,FAT,170959,KS360020588     ,30/09/2020,44
225,183436,50,28,FAT,170992,KS360020589     ,01/10/2020,44
225,183871,10,0,FAT,171288,KS440021022     ,08/10/2020,115145
225,183698,10,1,FAT,170962,KS260018699     ,30/09/2020,954
225,183698,10,2,FAT,170963,KS260018699     ,30/09/2020,954
225,183311,10,2,FAT,170968,KD480020929     ,30/09/2020,6047
225,183575,10,3,FAT,170971,KS320019907     ,30/09/2020,871
225,183677,10,1,FAT,170972,KS320019907     ,30/09/2020,871
225,183475,10,13,FAT,170970,030019843       ,30/09/2020,871
225,183872,10,0,FAT,171056,KS360020588     ,02/10/2020,44
225,183872,20,0,FAT,171112,KS360020590     ,05/10/2020,44
225,183872,30,0,FAT,171023,KS360020591     ,01/10/2020,44
225,183872,40,0,FAT,171259,KS360020592     ,08/10/2020,44
225,183872,60,0,FAT,171354,KS360020615     ,09/10/2020,44
225,183872,70,0,FAT,171364,KS360020617     ,10/10/2020,44
225,183872,80,0,FAT,171423,KS320020661     ,12/10/2020,44
225,183873,10,0,FAT,171062,KS360020588     ,02/10/2020,2012
225,183873,20,0,FAT,171303,KS320020593     ,08/10/2020,2012
225,183873,30,0,FAT,171279,KS360020590     ,08/10/2020,2012
225,183873,40,0,FAT,171186,KS360020591     ,06/10/2020,2012
225,183873,50,0,FAT,171238,KS360020589     ,07/10/2020,2012
225,183873,60,0,FAT,171129,KS360020592     ,05/10/2020,2012
225,183873,70,0,FAT,171062,KS320020594     ,02/10/2020,2012
225,183873,80,0,FAT,171403,KS320020595     ,12/10/2020,2012
225,183561,10,1,FAT,171115,KD480020948     ,05/10/2020,696
225,183436,70,7,FAT,170978,KS320020594     ,01/10/2020,44
225,183874,10,0,FAT,171931,220012034       ,24/10/2020,1077
225,183874,20,0,FAT,172399,220012035       ,06/11/2020,1077
225,183874,30,0,FAT,172401,220012037       ,06/11/2020,1077
225,183875,10,0,FAT,171852,BS290017186     ,23/10/2020,13002
225,183872,90,0,FAT,171332,KS320020593     ,09/10/2020,44
225,183872,100,0,FAT,171023,KS360020589     ,01/10/2020,44
225,183872,110,0,FAT,171123,KS320020594     ,05/10/2020,44
225,183872,120,0,FAT,171401,KS320020595     ,12/10/2020,44
225,183872,130,0,FAT,171362,KS360020616     ,10/10/2020,44
225,183873,90,0,FAT,171062,KS360020630     ,02/10/2020,2012
225,183878,10,0,FAT,171935,KS260018699     ,24/10/2020,954
225,183879,10,0,FAT,171940,030016178       ,26/10/2020,954
225,183880,10,0,FAT,171249,KS320019887     ,07/10/2020,871
225,183881,10,0,FAT,171837,KS260018804     ,23/10/2020,954
225,183882,10,0,FAT,171264,KS320015938     ,08/10/2020,871
225,183883,10,0,FAT,171344,KS260016075     ,09/10/2020,871
225,183884,10,0,FAT,171316,KS320019831     ,09/10/2020,871
225,183437,90,3,FAT,170985,KS360020630     ,01/10/2020,2012
225,183885,10,0,FAT,171236,KS320018774     ,07/10/2020,871
225,183886,10,0,FAT,171250,KS320019801     ,07/10/2020,871
225,183887,10,0,FAT,171691,KS290016243     ,19/10/2020,871
225,183888,10,0,FAT,171922,KS320020165     ,24/10/2020,871
225,183889,10,0,FAT,171503,KS320016084     ,14/10/2020,871
225,183890,10,0,FAT,171707,060017217       ,20/10/2020,871
225,183619,20,1,FAT,170982,010019550       ,01/10/2020,115040
225,183436,70,8,FAT,170983,KS320020594     ,01/10/2020,44
225,183891,10,0,FAT,171026,KS320019887     ,01/10/2020,871
225,183892,10,0,FAT,171313,KS320019833     ,09/10/2020,871
225,700970,10,4,FAT,170991,11002213        ,01/10/2020,2005
225,183893,10,0,FAT,171070,KS320019907     ,02/10/2020,871
225,183894,10,0,FAT,171345,KS260016016     ,09/10/2020,871
225,183559,50,1,FAT,170987,KD480016590     ,01/10/2020,696
225,183545,10,1,FAT,171006,BD420020118     ,01/10/2020,115059
225,183694,10,1,FAT,170989,030016099       ,01/10/2020,871
225,183475,10,14,FAT,170988,030019843       ,01/10/2020,871
225,183559,50,2,FAT,170994,KD480016590     ,01/10/2020,696
225,182119,10,1,FAT,170993,KS320020120     ,01/10/2020,6047
225,183263,20,1,FAT,171002,KS360018979     ,01/10/2020,576
225,183334,20,1,FAT,171004,KS550020974     ,01/10/2020,115103
225,183897,10,0,FAT,172328,KS400020986     ,05/11/2020,1006
225,58188,10,16,FAT,171008,01040005        ,01/10/2020,874
225,183306,10,1,FAT,171007,BD420019464     ,01/10/2020,115059
225,183600,70,1,FAT,171009,KS320019535     ,01/10/2020,44
225,183898,10,0,FAT,171710,KS230016923     ,20/10/2020,714
225,183898,20,0,FAT,172395,KS230018610     ,06/11/2020,714
225,183899,10,0,FAT,171711,KS400020993     ,20/10/2020,999
225,183900,10,0,FAT,171803,KS260017685     ,22/10/2020,1021
225,183901,10,0,FAT,171719,BS320020481     ,20/10/2020,1021
225,183902,10,0,FAT,172207,KS230016251     ,03/11/2020,896
225,183902,20,0,FAT,171936,110018447       ,26/10/2020,896
225,183902,30,0,FAT,172635,110018692       ,11/11/2020,896
225,183902,40,0,FAT,171989,KS230016252     ,27/10/2020,896
225,183902,50,0,FAT,171682,KS230017014     ,19/10/2020,896
225,183902,60,0,FAT,172112,KS230017042     ,30/10/2020,896
225,183902,70,0,FAT,172635,KS230017041     ,11/11/2020,896
225,183903,10,0,FAT,171868,210010637       ,23/10/2020,44
225,183903,20,0,FAT,171796,210010638       ,22/10/2020,44
225,183903,30,0,FAT,173284,030015136       ,26/11/2020,44
225,183904,10,0,FAT,171518,KS400020986     ,14/10/2020,1006
225,183905,10,0,FAT,171689,KS230021025     ,19/10/2020,115121
225,183905,20,0,FAT,171689,KS230021026     ,19/10/2020,115121
225,183905,30,0,FAT,171656,KS230021028     ,19/10/2020,115121
225,183905,40,0,FAT,171656,KS230021027     ,19/10/2020,115121
225,183906,10,0,FAT,171499,KS320019676     ,14/10/2020,570
225,183907,10,0,FAT,171886,KS230021011     ,23/10/2020,262
225,183293,20,1,FAT,171012,KS320018426     ,01/10/2020,44
225,183436,10,12,FAT,171036,KS360020588     ,02/10/2020,44
225,183436,50,29,FAT,171080,KS360020589     ,03/10/2020,44
225,183436,70,9,FAT,171013,KS320020594     ,01/10/2020,44
225,183699,10,1,FAT,171020,030016178       ,01/10/2020,954
225,183751,10,2,FAT,171025,KS320019887     ,01/10/2020,871
225,183475,10,15,FAT,171024,030019843       ,01/10/2020,871
225,183203,10,1,FAT,171028,KS440019188     ,01/10/2020,827
225,182940,40,2,FAT,171027,KS320018603     ,01/10/2020,827
